DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/3/2016, 12:43:28 PM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.6,4054.071289,7346.687500,14,164407.94,130.78,0.71,1.72,0.92,20.07,444.6634,2.3202,1009.46,2.3746,
1.7,4054.071289,7346.687500,14,164408.03,131.29,0.56,1.69,0.90,20.07,444.7562,2.3588,1009.43,2.3994,
1.8,4054.071045,7346.687500,14,164408.13,131.78,0.53,1.73,0.81,20.10,444.7452,2.3278,1009.46,2.3746,
1.9,4054.071045,7346.687500,14,164408.23,132.22,0.57,1.73,0.86,20.10,444.7246,2.3227,1009.47,2.3582,
2.0,4054.071045,7346.687500,14,164408.33,132.73,0.70,1.54,1.20,20.12,444.7562,2.3124,1009.70,2.3828,
2.1,4054.071045,7346.687500,14,164408.42,133.22,0.65,1.62,1.14,20.14,444.8387,2.3588,1009.45,2.3643,
2.2,4054.070801,7346.687500,14,164408.53,133.69,0.65,1.67,1.03,20.12,444.6634,2.3614,1009.57,2.3828,
2.3,4054.070801,7346.687500,14,164408.64,134.18,0.79,1.64,0.86,20.12,444.3849,2.3356,1009.50,2.3354,
2.4,4054.070801,7346.687012,15,164408.73,134.61,0.91,1.71,0.78,20.14,444.6421,2.3201,1009.62,2.3725,
2.5,4054.070801,7346.687012,15,164408.83,135.08,0.75,1.88,0.90,20.14,444.5390,2.3640,1009.53,2.3436,
2.6,4054.070557,7346.687012,15,164408.92,135.52,0.67,1.84,0.71,20.15,444.6118,2.2892,1009.53,2.3355,
2.7,4054.070557,7346.687012,15,164409.03,135.92,0.44,1.80,0.78,20.21,445.2513,2.2892,1009.63,2.3705,
2.8,4054.070557,7346.687012,15,164409.13,136.29,0.23,1.77,0.84,20.26,445.1578,2.3640,1009.37,2.3767,
2.9,4054.070313,7346.687012,15,164409.23,136.64,0.35,1.66,0.62,20.24,444.0955,2.3459,1009.50,2.3333,
3.0,4054.070313,7346.687012,15,164409.33,137.03,0.22,2.16,0.32,20.20,444.0549,2.3485,1009.53,2.3643,
3.1,4054.070313,7346.687012,15,164409.44,137.37,-0.16,2.43,0.12,20.25,444.3127,2.3278,1009.61,2.3354,
3.2,4054.070313,7346.686523,15,164409.52,137.66,-0.43,2.25,0.17,20.29,444.0136,2.3175,1009.75,2.3685,
3.3,4054.070068,7346.686523,15,164409.61,137.94,-0.26,1.92,0.15,20.25,444.1883,2.3047,1009.58,2.3725,
3.4,4054.070068,7346.686523,15,164409.73,138.19,-0.02,1.76,0.24,20.28,444.3230,2.3511,1009.48,2.3293,
3.5,4054.070068,7346.686523,15,164409.83,138.43,0.13,1.83,0.32,20.27,444.0755,2.3279,1009.57,2.3436,
3.6,4054.070068,7346.686523,15,164409.94,138.65,0.44,1.65,0.27,20.26,444.1992,2.3459,1009.48,2.3787,
3.7,4054.069824,7346.686523,15,164410.03,138.84,0.54,1.55,0.35,20.27,444.2096,2.3124,1009.56,2.3643,
3.8,4054.069824,7346.686523,15,164410.13,139.01,0.63,1.72,0.12,20.27,444.4771,2.3485,1009.69,2.3540,
3.9,4054.069824,7346.686523,15,164410.23,139.18,0.47,1.70,0.00,20.18,444.6324,2.3150,1009.51,2.3416,
4.0,4054.069824,7346.686523,15,164410.33,139.36,0.18,1.95,-0.11,20.22,444.5183,2.3382,1009.58,2.3601,
4.1,4054.069824,7346.686523,15,164410.42,139.50,-0.04,2.12,-0.41,20.30,444.6428,2.3768,1009.53,2.3458,
