DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/2/2016,  3:56:21 PM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.3,4101.042969,7345.923340,13,195659.39,169.05,-0.07,0.49,0.17,19.60,418.9412,2.1656,1008.90,2.9313,
1.4,4101.042969,7345.923340,13,195659.50,169.06,-0.12,0.54,0.12,19.60,418.9618,2.1553,1008.85,2.9045,
1.5,4101.042969,7345.923340,13,195659.58,169.06,-0.12,0.54,0.12,19.60,418.1677,2.1475,1009.19,2.9251,
1.6,4101.042969,7345.923340,13,195659.69,169.06,-0.15,0.54,0.12,19.65,418.0858,2.1527,1009.10,2.9004,
1.7,4101.042969,7345.923340,13,195659.80,169.06,-0.18,0.60,0.13,19.68,417.7345,2.1940,1009.07,2.8859,
1.8,4101.042969,7345.923340,13,195659.89,169.06,-0.18,0.61,0.13,19.68,417.4464,2.1399,1009.19,2.9127,
1.9,4101.042969,7345.923340,13,195698.30,169.06,-0.18,0.71,0.14,19.62,417.8067,2.1889,1009.24,2.9251,
2.0,4101.042969,7345.923340,13,195700.08,169.06,-0.15,0.75,0.16,19.64,418.9109,2.1915,1009.28,2.8592,
2.1,4101.042969,7345.923340,13,195700.19,169.06,-0.22,0.70,0.09,19.66,418.9212,2.2249,1009.18,2.8921,
2.2,4101.042969,7345.923340,13,195700.28,169.06,-0.24,0.71,0.07,19.68,418.9624,2.2301,1008.92,2.9024,
2.3,4101.042969,7345.923340,13,195700.39,169.06,-0.24,0.71,0.07,19.68,417.9518,2.2585,1009.11,2.9148,
2.4,4101.042969,7345.923340,13,195700.50,169.06,-0.21,0.65,0.12,19.66,417.7970,2.2688,1008.99,2.8591,
2.5,4101.042969,7345.923340,13,195700.58,169.05,-0.21,0.63,0.10,19.63,418.4571,2.2817,1009.07,2.8612,
2.6,4101.042969,7345.923340,13,195700.69,169.05,-0.15,0.58,0.02,19.65,418.1992,2.2430,1009.04,2.8137,
2.7,4101.042969,7345.923340,13,195700.80,169.05,-0.13,0.55,0.02,19.68,418.3333,2.3178,1009.12,2.8240,
2.8,4101.042969,7345.923340,13,195700.89,169.05,-0.12,0.59,0.06,19.70,418.4771,2.3126,1009.09,2.8406,
2.9,4101.042969,7345.923340,13,195701.00,169.05,-0.13,0.55,0.03,19.68,418.4880,2.3281,1009.06,2.8406,
3.0,4101.042969,7345.923340,13,195701.08,169.05,-0.13,0.55,0.02,19.68,418.4777,2.3591,1009.09,2.8571,
3.1,4101.042969,7345.923340,13,195701.19,169.05,-0.08,0.57,0.01,19.70,418.3539,2.3487,1009.04,2.8323,
3.2,4101.042969,7345.923340,13,195701.30,169.05,-0.03,0.56,0.01,19.70,418.6427,2.2894,1009.22,2.8509,
3.3,4101.042969,7345.923340,13,195701.39,169.06,0.06,0.61,-0.02,19.66,418.5808,2.3152,1009.00,2.7849,
3.4,4101.042969,7345.923340,13,195701.50,169.07,0.02,0.64,-0.08,19.65,418.4261,2.3152,1008.93,2.8117,
3.5,4101.042969,7345.923340,13,195701.58,169.08,0.06,0.75,-0.07,19.65,418.5602,2.3152,1009.01,2.8014,
3.6,4101.042969,7345.923340,13,195701.69,169.09,0.04,0.77,-0.04,19.66,418.5190,2.3204,1009.28,2.8055,
3.7,4101.042969,7345.923340,13,195701.80,169.09,0.09,0.70,-0.03,19.62,418.5086,2.3539,1009.08,2.8096,
3.8,4101.042969,7345.923340,13,195701.89,169.09,0.14,0.68,-0.07,19.65,418.4668,2.3100,1009.34,2.8158,
3.9,4101.042969,7345.923340,13,195702.00,169.10,0.15,0.68,-0.07,19.65,418.4977,2.3049,1009.09,2.7972,
4.0,4101.042969,7345.923340,13,195702.08,169.10,0.17,0.64,-0.04,19.66,418.0961,2.1836,1009.11,2.7931,
4.1,4101.042969,7345.923340,13,195702.19,169.12,0.15,0.68,-0.07,19.65,418.0239,2.1656,1009.01,2.7993,
4.2,4101.042969,7345.923340,13,195702.28,169.12,0.14,0.71,-0.09,19.66,418.0342,2.1398,1009.03,2.7849,
4.3,4101.042969,7345.923340,13,195702.39,169.13,0.19,0.67,-0.03,19.65,418.6427,2.1218,1008.90,2.7044,
4.4,4101.042969,7345.923340,13,195702.50,169.14,0.24,0.72,-0.01,19.67,418.4674,2.1449,1008.95,2.7580,
4.5,4101.042969,7345.923340,13,195702.58,169.15,0.20,0.67,0.03,19.62,417.4767,2.1475,1008.94,2.7684,
4.6,4101.042969,7345.923340,13,195702.69,169.15,0.23,0.67,0.01,19.65,417.3220,2.1707,1009.01,2.7085,
4.7,4101.042969,7345.923340,13,195702.80,169.15,0.23,0.67,0.01,19.65,417.5495,2.1269,1008.97,2.7499,
4.8,4101.042969,7345.923340,13,195702.89,169.16,0.29,0.68,-0.01,19.61,417.9208,2.1269,1009.25,2.7601,
4.9,4101.042969,7345.923340,13,195703.00,169.17,0.25,0.63,-0.08,19.67,417.9518,2.1166,1009.22,2.7168,
5.0,4101.042969,7345.923340,13,195703.08,169.17,0.27,0.67,-0.00,19.66,417.7970,2.1501,1009.08,2.7436,
5.1,4101.042969,7345.923340,13,195703.19,169.18,0.23,0.67,0.01,19.65,417.8589,2.1527,1009.06,2.7498,
5.2,4101.042969,7345.923340,13,195703.30,169.19,0.23,0.67,0.01,19.65,417.7352,2.1424,1009.35,2.7127,
5.3,4101.042969,7345.923340,13,195703.39,169.20,0.23,0.65,0.03,19.66,418.3436,2.1140,1009.04,2.6838,
5.4,4101.042969,7345.923340,13,195703.50,169.20,0.25,0.64,0.03,19.68,418.3849,2.1579,1009.10,2.6962,
5.5,4101.042969,7345.923340,13,195703.58,169.21,0.29,0.64,0.02,19.65,418.6530,2.1166,1009.06,2.7085,
5.6,4101.042969,7345.923340,13,195703.69,169.21,0.24,0.58,0.00,19.66,418.4255,2.1424,1009.01,2.6508,
5.7,4101.042969,7345.923340,13,195703.80,169.21,0.23,0.59,0.02,19.65,418.2811,2.0830,1008.99,2.6528,
5.8,4101.042969,7345.923340,13,195703.89,169.22,0.26,0.59,0.00,19.63,418.3643,2.1088,1009.00,2.6735,
5.9,4101.042969,7345.923340,13,195704.00,169.23,0.26,0.55,0.05,19.61,418.4468,2.1398,1009.16,2.7003,
6.0,4101.042969,7345.923340,13,195704.08,169.24,0.26,0.55,0.05,19.61,418.1264,2.1088,1008.89,2.6693,
6.1,4101.042969,7345.923340,13,195704.19,169.25,0.24,0.51,0.02,19.65,419.5290,2.0985,1009.00,2.6611,
6.2,4101.042969,7345.923340,13,195704.30,169.25,0.25,0.53,0.03,19.63,419.4671,2.1450,1009.05,2.6797,
6.3,4101.042969,7345.923340,13,195704.39,169.26,0.29,0.59,0.07,19.65,419.5084,2.0959,1009.27,2.6528,
6.4,4101.042969,7345.923340,13,195704.50,169.26,0.31,0.56,0.09,19.67,420.2825,2.1295,1009.18,2.6322,
6.5,4101.042969,7345.923340,13,195704.58,169.26,0.33,0.54,0.11,19.66,419.8906,2.1399,1008.88,2.6425,
6.6,4101.042969,7345.923340,13,195704.69,169.26,0.29,0.48,0.15,19.61,419.6534,2.1449,1009.26,2.6219,
6.7,4101.042969,7345.923340,13,195704.80,169.26,0.26,0.46,0.14,19.60,419.5297,2.1037,1009.05,2.6136,
6.8,4101.042969,7345.923340,13,195704.89,169.26,0.31,0.51,0.16,19.61,419.9628,2.0933,1009.07,2.6157,
6.9,4101.042969,7345.923340,13,195705.00,169.27,0.29,0.43,0.09,19.64,419.6528,2.1037,1009.04,2.6199,
7.0,4101.042969,7345.923340,13,195705.08,169.28,0.38,0.49,0.03,19.65,419.5812,2.0985,1008.86,2.6013,
7.1,4101.042969,7345.923340,13,195705.19,169.29,0.30,0.48,0.05,19.70,418.8277,2.0986,1008.97,2.6508,
7.2,4101.042969,7345.923340,13,195705.30,169.29,0.29,0.48,0.05,19.70,418.7149,2.1424,1009.16,2.6549,
7.3,4101.042969,7345.923340,13,195705.39,169.30,0.34,0.51,0.13,19.66,419.2615,2.0779,1009.08,2.6013,
7.4,4101.042969,7345.923340,13,195705.50,169.31,0.35,0.55,0.08,19.69,419.1378,2.1166,1009.05,2.6116,
7.5,4101.042969,7345.923340,13,195705.59,169.31,0.30,0.59,0.00,19.73,418.6221,2.1062,1008.93,2.6033,
7.6,4101.042969,7345.923340,13,195705.70,169.32,0.30,0.51,0.06,19.70,418.8077,2.1217,1009.08,2.5827,
7.7,4101.042969,7345.923340,13,195705.80,169.32,0.19,0.58,0.04,19.73,418.9831,2.0933,1009.05,2.5621,
7.8,4101.042969,7345.923340,13,195705.89,169.32,0.23,0.59,0.02,19.70,418.9005,2.1217,1008.98,2.5786,
7.9,4101.042969,7345.923340,13,195706.00,169.32,0.20,0.59,-0.02,19.70,418.7252,2.1217,1008.79,2.5744,
8.0,4101.042969,7345.923340,13,195706.08,169.33,0.19,0.54,-0.02,19.70,418.9418,2.1449,1009.07,2.5889,
8.1,4101.042969,7345.923340,13,195706.19,169.33,0.23,0.59,-0.03,19.73,417.7558,2.1037,1009.19,2.6116,
8.2,4101.042969,7345.923340,13,195706.30,169.34,0.24,0.55,-0.02,19.70,417.7139,2.1424,1009.27,2.5188,
8.3,4101.042969,7345.923340,13,195706.39,169.35,0.21,0.56,-0.01,19.68,417.9620,2.1140,1009.15,2.5332,
8.4,4101.042969,7345.923340,13,195706.50,169.35,0.20,0.59,-0.08,19.72,417.7964,2.0960,1009.03,2.5332,
8.5,4101.042969,7345.923340,13,195706.58,169.35,0.18,0.54,-0.11,19.71,417.8995,2.0727,1008.99,2.5229,
8.6,4101.042969,7345.923340,13,195706.69,169.34,0.24,0.55,-0.11,19.71,417.6630,2.1475,1008.88,2.5744,
8.7,4101.042969,7345.923340,13,195706.80,169.34,0.21,0.56,-0.07,19.76,417.6836,2.0728,1009.11,2.5353,
8.8,4101.042969,7345.923340,13,195706.89,169.35,0.22,0.55,0.05,19.75,417.7345,2.0625,1009.05,2.5312,
8.9,4101.042969,7345.923340,13,195707.00,169.34,0.27,0.56,0.12,19.71,417.8376,2.1088,1009.07,2.5043,
9.0,4101.042969,7345.923340,13,195707.08,169.33,0.20,0.62,0.09,19.67,417.7764,2.1553,1009.27,2.4982,
9.1,4101.042969,7345.923340,13,195707.19,169.33,0.22,0.64,0.04,19.70,417.7558,2.1088,1008.92,2.5641,
9.2,4101.042969,7345.923340,13,195707.30,169.33,0.13,0.63,0.11,19.70,418.1471,2.0986,1008.89,2.4693,
9.3,4101.042969,7345.923340,13,195707.39,169.34,0.13,0.63,0.12,19.70,418.0955,2.1191,1009.23,2.4775,
9.4,4101.042969,7345.923340,13,195707.50,169.34,0.12,0.56,0.20,19.67,417.8177,2.1501,1009.07,2.5064,
9.5,4101.042969,7345.923340,13,195707.59,169.34,0.06,0.53,0.18,19.72,417.5083,2.1011,1009.08,2.5188,
9.6,4101.042969,7345.923340,13,195707.70,169.34,0.02,0.55,0.22,19.70,417.7552,2.0985,1008.91,2.4837,
9.7,4101.042969,7345.923340,13,195707.80,169.34,0.04,0.58,0.19,19.74,417.6630,2.1114,1009.04,2.4878,
9.8,4101.042969,7345.923340,13,195707.89,169.33,-0.01,0.53,0.11,19.73,417.7455,2.1011,1009.11,2.5168,
9.9,4101.042969,7345.923340,13,195708.00,169.34,-0.02,0.53,0.10,19.73,417.6320,2.1166,1009.27,2.4878,
10.0,4101.042969,7345.923340,13,195708.09,169.33,-0.02,0.53,0.10,19.73,417.6217,2.1346,1009.06,2.4837,
10.1,4101.042969,7345.923340,13,195708.20,169.34,-0.04,0.57,0.07,19.75,417.9414,2.1191,1009.19,2.5002,
10.2,4101.042969,7345.923340,13,195708.30,169.33,-0.00,0.49,0.11,19.75,418.0652,2.0804,1009.05,2.4817,
10.3,4101.042969,7345.923340,13,195708.39,169.34,0.00,0.51,0.11,19.75,417.9724,2.1372,1009.21,2.4610,
10.4,4101.042969,7345.923340,13,195708.50,169.34,-0.02,0.53,0.10,19.73,417.9208,2.1424,1009.28,2.4817,
10.5,4101.042969,7345.923340,13,195708.58,169.34,0.02,0.51,0.10,19.71,418.0136,2.0908,1009.31,2.5002,
10.6,4101.042969,7345.923340,13,195708.69,169.34,0.01,0.56,0.06,19.68,417.3742,2.0933,1008.90,2.4589,
10.7,4101.042969,7345.923340,13,195708.80,169.34,0.00,0.54,0.06,19.70,417.2917,2.1372,1009.19,2.4754,
10.8,4101.042969,7345.923340,13,195708.89,169.34,0.00,0.54,0.06,19.70,418.9721,2.0650,1008.88,2.4857,
10.9,4101.042969,7345.923340,13,195709.00,169.35,0.00,0.60,0.05,19.71,418.7968,2.0754,1009.09,2.4755,
11.0,4101.042969,7345.923340,13,195709.08,169.35,0.00,0.58,0.03,19.73,418.6833,2.1088,1009.13,2.4816,
11.1,4101.042969,7345.923340,13,195709.19,169.35,0.05,0.53,0.02,19.73,422.3039,2.1088,1009.16,2.4878,
11.2,4101.042969,7345.923340,13,195709.30,169.35,0.05,0.53,0.02,19.73,422.1492,2.0624,1009.05,2.4384,
11.3,4101.042969,7345.923340,13,195709.39,169.35,0.00,0.51,0.10,19.75,424.5934,2.1062,1009.07,2.4177,
11.4,4101.042969,7345.923340,13,195709.50,169.35,0.00,0.49,0.10,19.75,424.4799,2.1269,1009.13,2.4651,
11.5,4101.042969,7345.923340,13,195709.58,169.35,-0.03,0.49,0.08,19.71,424.4284,2.0908,1009.30,2.5023,
11.6,4101.042969,7345.923340,13,195709.69,169.36,-0.00,0.51,0.11,19.75,426.8004,2.1191,1009.01,2.4342,
11.7,4101.042969,7345.923340,13,195709.80,169.37,0.05,0.53,0.03,19.73,427.0885,2.0882,1009.09,2.4692,
11.8,4101.042969,7345.923340,13,195709.89,169.40,0.05,0.53,0.02,19.73,427.0067,2.1527,1009.15,2.4466,
11.9,4101.042969,7345.923340,13,195710.00,169.41,0.00,0.54,0.13,19.76,426.1191,2.1011,1009.10,2.4322,
12.0,4101.042969,7345.923340,13,195710.08,169.41,0.03,0.59,0.16,19.75,426.1197,2.1243,1009.09,2.4692,
12.1,4101.042969,7345.923340,13,195710.19,169.42,0.00,0.62,0.16,19.73,424.2840,2.1088,1009.13,2.4362,
12.2,4101.042969,7345.923340,13,195710.30,169.43,-0.01,0.66,0.13,19.75,424.2737,2.0598,1009.04,2.4157,
12.3,4101.042969,7345.923340,13,195710.39,169.43,-0.02,0.59,0.06,19.77,424.1602,2.0882,1009.03,2.4589,
12.4,4101.042969,7345.923340,13,195710.50,169.45,-0.04,0.57,0.07,19.75,423.3249,2.0650,1009.00,2.4012,
