DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/2/2016,  9:57:08 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.2,4059.951904,7351.391602,14,135745.83,167.29,0.46,0.32,0.24,13.51,426.2553,2.7737,1019.53,2.3850,
1.3,4059.951904,7351.391602,14,135745.94,167.28,0.52,0.36,0.23,13.48,426.1516,2.7814,1019.77,2.3746,
1.4,4059.951904,7351.391602,14,135746.03,167.26,0.52,0.37,0.22,13.48,426.1928,2.7866,1019.60,2.3746,
1.5,4059.951904,7351.391602,14,135746.13,167.25,0.47,0.44,0.21,13.42,425.9762,2.8020,1019.79,2.3953,
1.6,4059.951904,7351.391602,14,135746.22,167.24,0.48,0.43,0.21,13.42,426.1110,2.7067,1019.72,2.3334,
1.7,4059.951904,7351.391602,14,135746.33,167.23,0.50,0.43,0.17,13.41,426.0175,2.7711,1019.67,2.3561,
1.8,4059.951904,7351.391602,14,135746.44,167.20,0.49,0.46,0.14,13.42,426.0800,2.7479,1019.79,2.3726,
1.9,4059.951904,7351.391602,14,135746.53,167.19,0.49,0.43,0.16,13.41,426.0278,2.7556,1020.03,2.3664,
2.0,4059.951904,7351.391602,14,135746.63,167.18,0.43,0.44,0.08,13.41,425.8634,2.7660,1019.88,2.3746,
2.1,4059.951904,7351.391602,14,135746.73,167.18,0.40,0.39,0.07,13.40,426.2244,2.7093,1019.73,2.3870,
2.2,4059.951904,7351.391602,14,135746.83,167.17,0.35,0.36,0.06,13.36,425.2852,2.7092,1019.75,2.3684,
2.3,4059.951904,7351.391602,14,135746.94,167.16,0.33,0.34,0.02,13.37,425.2859,2.6886,1019.92,2.3519,
2.4,4059.951904,7351.391602,14,135747.02,167.16,0.32,0.38,-0.01,13.38,425.1415,2.7221,1019.92,2.3540,
2.5,4059.951904,7351.391602,14,135747.13,167.15,0.23,0.41,0.02,13.40,425.1409,2.6499,1019.89,2.3581,
2.6,4059.951904,7351.391602,14,135747.23,167.14,0.18,0.43,0.05,13.38,425.1106,2.6963,1019.73,2.4118,
2.7,4059.951904,7351.391602,14,135747.33,167.14,0.17,0.47,0.10,13.42,425.1621,2.6551,1019.77,2.3561,
2.8,4059.951904,7351.391602,14,135747.44,167.13,0.19,0.43,0.11,13.45,424.9868,2.6628,1019.96,2.3747,
2.9,4059.951904,7351.391602,14,135747.52,167.12,0.23,0.42,0.14,13.44,424.4299,2.6215,1019.80,2.3974,
3.0,4059.951904,7351.391602,14,135747.63,167.11,0.30,0.45,0.17,13.37,424.6774,2.6190,1019.79,2.3932,
3.1,4059.951904,7351.391602,14,135747.73,167.10,0.29,0.49,0.16,13.36,424.4505,2.6705,1019.96,2.4097,
3.2,4059.951904,7351.391602,14,135747.83,167.09,0.23,0.53,0.11,13.39,425.0796,2.5932,1019.80,2.3830,
3.3,4059.951904,7351.391602,14,135747.94,167.07,0.18,0.63,0.09,13.48,425.0899,2.6215,1019.90,2.3829,
3.4,4059.951904,7351.391602,14,135748.03,167.07,0.13,0.73,0.06,13.52,425.2130,2.6215,1019.87,2.4097,
3.5,4059.951904,7351.391602,14,135748.13,167.06,-0.01,0.72,0.26,13.52,424.2333,2.5545,1019.99,2.3499,
3.6,4059.951904,7351.391602,14,135748.22,167.07,-0.11,0.77,0.30,13.56,424.3577,2.5932,1020.02,2.3850,
3.7,4059.951904,7351.391602,14,135748.33,167.06,-0.05,0.92,0.36,13.57,424.3983,2.5546,1019.88,2.3911,
3.8,4059.951904,7351.391602,14,135748.44,167.05,0.00,0.97,0.35,13.59,424.2958,2.5675,1019.93,2.3850,
3.9,4059.951904,7351.391602,14,135748.53,167.04,-0.01,0.98,0.42,13.54,424.3467,2.5390,1019.93,2.3458,
4.0,4059.951904,7351.391602,14,135748.63,167.04,-0.08,0.99,0.45,13.54,425.3574,2.5339,1019.88,2.3478,
4.1,4059.951904,7351.391602,14,135748.73,167.03,-0.12,0.99,0.42,13.55,425.5328,2.5339,1020.04,2.3953,
4.2,4059.951904,7351.391602,14,135748.83,167.04,-0.18,0.88,0.41,13.58,425.3375,2.5777,1019.96,2.3746,
4.3,4059.951904,7351.391602,14,135748.94,167.03,-0.18,0.90,0.42,13.60,424.6252,2.5287,1019.95,2.3891,
4.4,4059.951904,7351.391602,14,135749.02,167.02,-0.16,1.00,0.43,13.64,424.6355,2.5184,1019.90,2.3933,
4.5,4059.951904,7351.391602,14,135749.13,167.03,-0.14,1.05,0.40,13.63,425.5431,2.5339,1020.02,2.3437,
4.6,4059.951904,7351.391602,14,135749.23,167.03,-0.34,0.91,0.25,13.52,425.4193,2.4978,1019.87,2.4035,
4.7,4059.951904,7351.391602,14,135749.33,167.04,-0.38,0.82,0.36,13.46,425.3987,2.5133,1019.92,2.4076,
4.8,4059.951904,7351.391602,14,135749.44,167.03,-0.27,0.91,0.57,13.53,425.5231,2.4694,1019.95,2.3623,
4.9,4059.951904,7351.391602,14,135749.52,167.03,-0.18,1.05,0.59,13.56,425.3168,2.5675,1019.92,2.3561,
