DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/1/2016, 10:56:23 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.1,4108.036133,7348.106445,11,145700.14,201.70,-1.69,0.91,0.09,8.90,448.0271,2.1653,1016.01,2.8649,
1.2,4108.036133,7348.106445,11,145700.25,201.70,-1.70,0.88,0.09,8.83,448.0987,2.1215,1015.94,2.8443,
1.3,4108.036133,7348.106445,11,145700.34,201.71,-1.54,0.90,0.18,8.86,448.0161,2.0982,1016.19,2.8382,
1.4,4108.036133,7348.106445,11,145700.45,201.72,-1.37,0.91,0.38,8.87,448.0890,2.1188,1016.14,2.8670,
1.5,4108.036133,7348.106445,11,145700.55,201.73,-1.41,1.11,0.42,8.95,447.9646,2.1291,1016.09,2.8485,
1.6,4108.036133,7348.106445,11,145700.64,201.74,-1.58,1.36,0.32,8.94,448.0265,2.1060,1016.20,2.8567,
1.7,4108.036133,7348.106445,11,145700.75,201.75,-1.87,1.49,0.04,8.73,448.1406,2.1111,1016.20,2.8732,
1.8,4108.036133,7348.106445,11,145700.84,201.76,-1.79,1.46,-0.10,8.65,448.0684,2.0904,1016.11,2.8278,
1.9,4108.036133,7348.106445,11,145700.95,201.77,-1.85,1.39,-0.16,8.68,448.0574,2.0853,1016.17,2.8402,
2.0,4108.036133,7348.106445,11,145701.05,201.77,-1.91,1.32,0.01,8.70,448.0368,2.1472,1016.25,2.8608,
2.1,4108.036133,7348.106445,11,145701.14,201.78,-1.88,1.34,-0.03,8.63,448.0780,2.1291,1016.10,2.8402,
2.2,4108.036133,7348.106445,11,145701.23,201.78,-1.92,1.41,0.04,8.60,447.9543,2.1033,1016.03,2.8319,
2.3,4108.036133,7348.106445,11,145701.34,201.80,-1.90,1.61,0.33,8.64,447.8924,2.1240,1016.15,2.8525,
2.4,4108.036133,7348.106445,11,145701.45,201.81,-1.71,1.88,0.49,8.65,444.1588,2.1420,1015.82,2.8072,
2.5,4108.036133,7348.106445,11,145701.55,201.81,-1.61,1.73,0.58,8.69,444.1794,2.1368,1016.00,2.8092,
2.6,4108.036133,7348.106445,11,145701.64,201.82,-1.39,1.40,0.41,8.72,440.4044,2.1910,1016.07,2.8587,
2.7,4108.036133,7348.106445,11,145701.73,201.83,-1.14,0.89,0.18,8.76,435.9901,2.1111,1016.09,2.8341,
2.8,4108.036133,7348.106445,11,145701.84,201.84,-0.97,0.64,0.13,8.75,436.0629,2.1575,1016.01,2.8257,
2.9,4108.036133,7348.106445,11,145701.95,201.85,-0.91,0.32,0.04,8.72,435.8870,2.1472,1016.33,2.8340,
3.0,4108.036133,7348.106445,11,145702.05,201.86,-1.14,0.27,0.08,8.69,433.9686,2.1678,1016.09,2.8402,
3.1,4108.036133,7348.106445,11,145702.14,201.87,-1.64,-0.04,0.23,8.67,432.9887,2.1652,1016.17,2.8381,
3.2,4108.036133,7348.106445,11,145702.25,201.88,-1.48,-0.25,-0.14,8.69,429.5652,2.1678,1016.04,2.8360,
3.3,4108.036133,7348.106445,11,145702.34,201.89,-1.58,-0.48,-0.12,8.70,429.7192,2.1368,1016.11,2.7886,
3.4,4108.036133,7348.106445,11,145702.45,201.91,-2.06,-0.66,0.05,8.69,429.6986,2.1472,1016.03,2.8299,
3.5,4108.036133,7348.106445,11,145702.55,201.93,-2.58,-0.36,0.04,8.71,428.2340,2.1136,1015.98,2.8279,
