DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/2/2016, 12:07:42 PM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.0,4100.058105,7351.279297,10,160819.77,230.48,-0.76,2.23,0.09,16.14,417.5056,2.1009,1018.35,2.1020,
1.1,4100.058105,7351.279297,10,160819.88,230.47,-0.83,2.15,0.10,16.10,417.5159,2.0520,1018.15,2.1494,
1.2,4100.058105,7351.279297,10,160819.97,230.46,-0.91,2.10,0.22,16.15,417.5359,2.0468,1018.56,2.1371,
1.3,4100.058105,7351.279297,10,160820.06,230.45,-0.91,2.14,0.21,16.12,417.5462,2.0752,1018.36,2.1309,
1.4,4100.058105,7351.279297,10,160820.17,230.45,-0.75,2.25,0.11,16.08,417.4230,2.0906,1018.44,2.1247,
1.5,4100.058105,7351.279297,10,160820.27,230.44,-0.63,2.23,0.10,16.05,417.4437,2.0674,1018.37,2.1205,
1.6,4100.058105,7351.279297,10,160820.36,230.44,-0.62,2.17,0.16,16.07,418.3818,2.0029,1018.33,2.1267,
1.7,4100.058105,7351.279297,10,160820.47,230.44,-0.48,2.10,0.13,16.12,418.4030,2.0726,1018.13,2.1102,
1.8,4100.058105,7351.279297,10,160820.58,230.44,-0.32,2.10,0.01,16.16,418.4437,2.0958,1018.51,2.0773,
1.9,4100.058105,7351.279297,10,160820.66,230.44,-0.30,2.13,0.05,16.16,418.5784,2.0623,1018.54,2.1474,
2.0,4100.058105,7351.279297,10,160820.75,230.44,-0.28,2.18,0.05,16.18,418.6300,2.1061,1018.49,2.1329,
2.1,4100.058105,7351.279297,10,160820.86,230.44,-0.32,2.13,0.01,16.21,418.5062,2.0598,1018.56,2.0875,
2.2,4100.058105,7351.279297,10,160820.97,230.44,-0.28,2.02,-0.01,16.22,418.3721,2.1191,1018.23,2.1205,
2.3,4100.058105,7351.279297,10,160821.06,230.45,-0.31,2.19,0.01,16.15,418.6087,2.0519,1018.40,2.0855,
2.4,4100.058105,7351.279297,10,160821.17,230.45,-0.33,2.14,0.07,16.11,418.4340,2.0984,1018.43,2.0979,
2.5,4100.058105,7351.279297,10,160821.27,230.46,-0.24,2.08,0.09,16.11,418.5262,2.0855,1018.48,2.0834,
2.6,4100.058105,7351.279297,10,160821.38,230.45,-0.30,2.08,0.14,16.17,418.6815,2.0597,1018.41,2.1288,
2.7,4100.058105,7351.279297,10,160821.47,230.45,-0.27,2.12,0.16,16.16,418.5371,2.1164,1018.37,2.1020,
2.8,4100.058105,7351.279297,10,160821.56,230.45,-0.29,2.12,0.22,16.15,418.4649,2.0623,1018.22,2.1205,
2.9,4100.058105,7351.279297,10,160821.67,230.45,-0.29,2.08,0.26,16.16,418.5887,2.0700,1018.30,2.1144,
3.0,4100.058105,7351.279297,10,160821.77,230.45,-0.29,2.04,0.15,16.12,418.4134,2.1190,1018.39,2.1062,
