DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/3/2016, 12:37:04 PM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
0.9,4054.067383,7346.689453,15,163743.27,146.09,0.49,-0.16,0.49,20.64,444.5681,2.4669,1009.91,2.3272,
1.0,4054.067383,7346.689453,15,163743.39,146.10,0.74,-0.23,0.51,20.66,444.5062,2.4876,1009.79,2.3025,
1.1,4054.067383,7346.689453,15,163743.47,146.09,0.88,-0.25,0.58,20.62,444.4862,2.4902,1009.66,2.2819,
1.2,4054.067383,7346.689453,15,163743.56,146.10,0.95,-0.09,0.59,20.64,444.4450,2.5238,1010.06,2.2922,
1.3,4054.067383,7346.689453,15,163743.67,146.11,0.92,0.20,0.61,21.27,444.6823,2.5520,1009.82,2.3066,
1.4,4054.067383,7346.689453,15,163743.77,146.11,0.79,0.32,0.54,21.41,444.8163,2.5675,1009.96,2.3149,
1.5,4054.067383,7346.689453,15,163743.88,146.12,0.29,0.45,0.49,21.14,444.9292,2.5315,1009.92,2.2984,
1.6,4054.067383,7346.689453,15,163743.97,146.12,0.16,-0.01,0.58,20.89,444.9814,2.6010,1009.82,2.3004,
1.7,4054.067383,7346.689453,14,163744.08,146.12,0.58,-0.39,0.56,21.04,444.9195,2.6655,1009.82,2.3355,
1.8,4054.067383,7346.689453,14,163744.17,146.12,1.07,-0.16,0.32,20.61,444.9092,2.5856,1009.89,2.3623,
1.9,4054.067383,7346.689453,14,163744.27,146.13,1.47,-0.17,0.04,20.34,444.7441,2.7429,1009.87,2.3128,
2.0,4054.067383,7346.689453,14,163744.36,146.13,1.16,0.19,0.06,20.29,444.6926,2.7867,1009.74,2.3500,
2.1,4054.067383,7346.689453,14,163744.47,146.13,1.08,0.58,0.54,20.34,445.1155,2.8047,1009.79,2.3851,
2.2,4054.067383,7346.689453,14,163744.58,146.13,1.32,0.30,0.43,20.35,445.6623,2.7584,1009.61,2.3334,
2.3,4054.067383,7346.689453,14,163744.67,146.13,1.34,0.13,0.56,20.38,445.6416,2.7403,1009.83,2.3458,
2.4,4054.067383,7346.689453,14,163744.77,146.12,1.17,-0.40,0.28,20.68,444.7545,2.8047,1009.86,2.2922,
2.5,4054.067383,7346.689453,14,163744.88,146.12,0.83,-0.78,-0.07,21.24,444.7751,2.8202,1009.95,2.3355,
2.6,4054.067383,7346.689453,14,163744.97,146.13,0.65,-0.77,-0.24,21.25,445.6307,2.8615,1009.79,2.3499,
2.7,4054.067383,7346.689453,14,163745.06,146.12,0.59,-0.91,-0.35,21.27,445.2696,2.8873,1009.89,2.3726,
2.8,4054.067383,7346.689453,14,163745.17,146.12,0.71,-0.83,-0.37,21.02,445.4662,2.8332,1009.78,2.3211,
2.9,4054.067383,7346.689453,14,163745.27,146.12,1.00,-0.69,-0.38,20.46,445.1155,2.8615,1009.92,2.3623,
3.0,4054.067383,7346.689453,14,163745.39,146.13,0.61,-0.79,-0.24,20.48,445.1774,2.8640,1009.68,2.3458,
3.1,4054.067383,7346.689453,14,163745.47,146.13,0.08,-0.61,0.16,20.58,444.9505,2.9234,1009.77,2.3417,
3.2,4054.067383,7346.689453,14,163745.56,146.13,0.02,-0.45,0.41,20.58,445.0639,2.8795,1009.72,2.3396,
3.3,4054.067383,7346.689453,14,163745.67,146.13,0.05,-0.47,0.65,20.75,445.1981,2.9414,1009.78,2.3747,
3.4,4054.067383,7346.689453,14,163745.77,146.14,0.07,-0.46,0.67,20.69,445.3521,2.9105,1009.99,2.3830,
3.5,4054.067383,7346.689453,14,163745.86,146.15,0.11,-0.34,0.69,20.70,445.4250,2.8228,1010.00,2.3396,
3.6,4054.067383,7346.689453,14,163745.97,146.15,0.22,-0.11,0.66,20.65,445.3940,2.8434,1009.90,2.3624,
3.7,4054.067383,7346.689453,14,163746.08,146.14,0.33,0.04,0.62,20.52,445.5282,2.8306,1009.77,2.3479,
3.8,4054.067383,7346.689453,14,163746.17,146.15,0.55,0.10,0.54,20.39,445.4250,2.8383,1009.75,2.3913,
3.9,4054.067383,7346.689453,14,163746.27,146.16,0.64,0.10,0.50,20.53,444.6713,2.6810,1009.92,2.3665,
4.0,4054.067383,7346.689453,14,163746.36,146.16,0.44,-0.00,0.55,20.66,444.8989,2.6732,1009.96,2.3665,
4.1,4054.067383,7346.689453,14,163746.47,146.17,0.36,-0.26,0.45,20.57,446.1987,2.6964,1009.96,2.3623,
4.2,4054.067383,7346.689453,14,163746.58,146.17,0.55,-0.67,0.18,20.59,446.6526,2.6758,1009.84,2.3355,
4.3,4054.067383,7346.689453,14,163746.67,146.17,0.92,-0.78,-0.00,20.27,446.6732,2.6629,1009.88,2.3603,
4.4,4054.067383,7346.689453,14,163746.77,146.17,1.02,-0.53,-0.10,20.24,446.5907,2.6191,1009.74,2.3665,
4.5,4054.067383,7346.689453,14,163746.88,146.18,1.04,-0.45,-0.23,20.29,446.7035,2.6217,1009.71,2.3355,
4.6,4054.067383,7346.689453,14,163746.97,146.18,1.26,-0.52,-0.07,20.30,448.8699,2.6655,1009.85,2.3376,
4.7,4054.067383,7346.689453,14,163747.06,146.18,1.31,-0.32,-0.14,20.33,447.5804,2.6010,1009.79,2.3623,
4.8,4054.067383,7346.689453,14,163747.17,146.18,1.05,-0.37,-0.33,20.33,447.7351,2.6062,1009.74,2.3665,
4.9,4054.067383,7346.689453,14,163747.27,146.17,0.86,-0.28,-0.25,20.31,447.6533,2.6191,1009.85,2.3871,
5.0,4054.067383,7346.689453,14,163747.39,146.17,0.91,-0.17,0.09,20.27,447.6739,2.6191,1009.83,2.3850,
5.1,4054.067383,7346.689453,14,163747.47,146.17,1.12,-0.14,0.59,20.30,447.5913,2.6036,1009.79,2.3727,
5.2,4054.067383,7346.689453,14,163747.56,146.17,1.12,-0.48,0.57,20.32,447.4985,2.5881,1009.72,2.3603,
5.3,4054.067383,7346.689453,14,163747.67,146.18,1.23,-0.52,0.50,20.28,447.7255,2.5908,1009.78,2.3830,
5.4,4054.067383,7346.689453,14,163747.77,146.19,1.07,-0.34,0.57,20.29,447.5707,2.6113,1009.91,2.3685,
5.5,4054.067383,7346.689453,14,163747.88,146.19,1.13,-0.37,0.71,20.28,447.6017,2.6088,1009.85,2.4139,
5.6,4054.067383,7346.689453,14,163747.97,146.20,1.23,-0.37,0.69,20.29,447.3747,2.5959,1009.79,2.3087,
5.7,4054.067383,7346.689453,14,163748.08,146.20,1.14,-0.36,0.66,20.32,447.5707,2.6088,1009.94,2.3644,
5.8,4054.067383,7346.689453,14,163748.17,146.20,1.11,-0.31,0.53,20.32,447.7977,2.5933,1009.95,2.3726,
5.9,4054.067383,7346.689453,14,163748.27,146.21,1.00,-0.22,0.41,20.29,446.1058,2.6835,1009.94,2.4139,
6.0,4054.067383,7346.689453,14,163748.36,146.20,0.93,-0.02,0.50,20.31,445.9305,2.6423,1009.75,2.3768,
6.1,4054.067383,7346.689453,14,163748.47,146.20,0.92,0.06,0.46,20.31,446.0543,2.6914,1009.78,2.3912,
6.2,4054.067383,7346.689453,14,163748.58,146.20,0.95,-0.02,0.47,20.30,446.1568,2.6449,1009.88,2.3582,
6.3,4054.067383,7346.689453,14,163748.67,146.20,1.09,-0.09,0.59,20.28,446.0852,2.6578,1009.79,2.3706,
6.4,4054.067383,7346.689453,14,163748.77,146.19,1.47,-0.23,0.35,20.28,445.7757,2.7300,1009.73,2.3995,
6.5,4054.067383,7346.689453,14,163748.88,146.20,1.88,-0.49,-0.22,20.27,445.9408,2.7248,1009.86,2.3830,
6.6,4054.067383,7346.689453,14,163748.97,146.20,2.18,-0.36,-0.16,20.29,445.7861,3.2818,1009.64,2.4160,
6.7,4054.067383,7346.689453,14,163749.06,146.20,2.52,-0.34,-0.03,20.31,446.2503,3.2534,1009.84,2.4243,
6.8,4054.067383,7346.689453,14,163749.17,146.20,2.41,-0.35,-0.10,20.35,446.1259,3.2508,1010.03,2.3974,
6.9,4054.067383,7346.689453,14,163749.27,146.21,2.36,-0.46,-0.17,20.36,445.9821,3.3153,1009.89,2.4139,
7.0,4054.067383,7346.689453,14,163749.38,146.22,2.49,-0.50,-0.23,20.32,445.8583,3.2457,1009.68,2.4180,
7.1,4054.067383,7346.689453,14,163749.47,146.22,2.30,-0.25,-0.07,20.31,446.2503,3.0626,1009.99,2.4283,
7.2,4054.067383,7346.689453,14,163749.56,146.23,1.83,-0.17,0.11,20.30,446.2709,3.0961,1009.97,2.4407,
7.3,4054.067383,7346.689453,14,163749.67,146.24,1.46,-0.16,0.25,20.32,446.1155,3.0653,1009.89,2.4139,
7.4,4054.067383,7346.689453,14,163749.77,146.24,1.16,-0.32,0.33,20.29,445.7029,2.9981,1009.96,2.3912,
7.5,4054.067383,7346.689453,14,163749.86,146.25,1.39,-0.28,0.43,20.30,445.7964,2.9801,1010.00,2.3995,
7.6,4054.067383,7346.689453,14,163749.97,146.25,1.68,-0.20,0.69,20.27,445.8480,2.8795,1009.88,2.4057,
7.7,4054.067383,7346.689453,15,163750.08,146.25,1.86,-0.56,0.70,20.28,445.8170,2.8512,1010.01,2.4098,
7.8,4054.067383,7346.689453,15,163750.17,146.25,2.27,-0.57,0.40,20.32,446.0543,2.8718,1009.87,2.4118,
7.9,4054.067383,7346.689453,15,163750.27,146.25,2.34,-0.44,0.34,20.32,445.7757,2.8202,1009.87,2.4325,
8.0,4054.067383,7346.689453,15,163750.36,146.25,2.43,-0.52,0.25,20.32,445.9305,2.8305,1009.80,2.4118,
8.1,4054.067383,7346.689453,15,163750.47,146.25,2.42,-0.66,0.15,20.31,445.9821,2.7868,1009.99,2.4202,
8.2,4054.067383,7346.689453,15,163750.56,146.26,2.27,-0.59,0.12,20.30,445.9717,2.7686,1009.99,2.4510,
8.3,4054.067383,7346.689453,15,163750.67,146.26,1.86,-0.70,-0.13,20.30,445.8273,2.7997,1009.82,2.4119,
8.4,4054.067383,7346.689453,15,163750.77,146.27,1.60,-0.81,0.09,20.31,445.8480,2.7764,1009.87,2.4139,
8.5,4054.067383,7346.689453,15,163750.88,146.27,1.80,-0.62,0.12,20.30,446.3947,3.0703,1009.87,2.4160,
8.6,4054.067383,7346.689453,15,163750.97,146.28,1.99,-0.47,0.18,20.29,446.6216,3.0806,1009.66,2.4531,
8.7,4054.067383,7346.689453,15,163751.06,146.29,2.20,-0.32,0.21,20.28,448.4476,3.4134,1009.85,2.4407,
8.8,4054.067383,7346.689453,15,163751.17,146.29,2.24,-0.27,0.16,20.29,448.4579,3.4315,1009.91,2.4057,
8.9,4054.067383,7346.689453,15,163751.27,146.30,2.05,-0.21,0.17,20.29,447.2406,3.1348,1009.97,2.4428,
9.0,4054.067383,7346.689453,15,163751.38,146.30,1.90,-0.11,0.12,20.30,447.3231,3.1013,1009.79,2.4325,
9.1,4054.067383,7346.689453,15,163751.47,146.30,1.72,-0.14,0.47,20.29,446.9518,3.0987,1009.88,2.4531,
9.2,4054.067383,7346.689453,15,163751.56,146.31,1.50,-0.32,0.58,20.29,447.7770,2.9878,1009.81,2.4242,
9.3,4054.067383,7346.689453,15,163751.67,146.32,1.40,-0.36,0.49,20.34,447.7461,2.9930,1009.73,2.4283,
9.4,4054.067383,7346.689453,15,163751.77,146.33,1.32,-0.32,0.25,20.34,447.7151,2.7635,1009.67,2.4242,
9.5,4054.067383,7346.689453,15,163751.86,146.33,1.35,0.04,0.45,20.32,445.6519,2.7300,1009.85,2.4202,
9.6,4054.067383,7346.689453,15,163751.97,146.34,1.35,0.08,0.49,20.35,445.7345,2.7403,1009.93,2.4800,
9.7,4054.067383,7346.689453,15,163752.08,146.34,1.39,0.19,0.19,20.33,445.7861,2.7893,1009.86,2.4634,
9.8,4054.067383,7346.689453,15,163752.17,146.34,1.52,0.15,-0.04,20.34,445.7654,2.7429,1010.01,2.4345,
9.9,4054.067383,7346.689453,15,163752.27,146.35,1.56,0.21,-0.14,20.34,445.8886,2.7377,1009.91,2.4469,
10.0,4054.067383,7346.689453,15,163752.36,146.36,1.55,0.19,-0.30,20.31,445.8892,2.7403,1009.82,2.4449,
10.1,4054.067383,7346.689453,15,163752.47,146.36,1.50,0.07,-0.22,20.32,445.8680,2.7481,1009.67,2.4510,
10.2,4054.067383,7346.689453,15,163752.56,146.37,1.48,0.00,-0.23,20.32,445.6829,2.7583,1009.82,2.4325,
10.3,4054.067383,7346.689453,15,163752.67,146.38,1.44,0.00,-0.11,20.30,445.7964,2.7300,1009.78,2.4139,
10.4,4054.067383,7346.689453,15,163752.77,146.38,1.41,0.02,0.25,20.31,445.7751,2.7300,1009.80,2.4635,
