DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/1/2016,  9:16:05 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.2,4106.485352,7347.294434,9,131642.20,175.87,-0.54,0.22,0.35,2.86,492.4008,5.6080,1013.75,5.6377,
1.3,4106.485352,7347.294434,9,131642.30,175.86,-0.59,0.16,0.23,2.86,492.5040,5.5952,1013.55,5.6335,
1.4,4106.485352,7347.294434,9,131642.39,175.86,-0.58,0.12,0.19,2.90,492.3905,5.5669,1013.82,5.1725,
1.5,4106.485352,7347.294434,9,131642.50,175.86,-0.55,0.14,0.19,2.93,492.3692,5.5539,1013.85,5.1519,
1.6,4106.485352,7347.294434,9,131642.59,175.86,-0.53,0.17,0.22,3.19,491.4415,5.6132,1013.89,5.1591,
1.7,4106.485352,7347.294434,9,131642.69,175.86,-0.67,0.06,0.27,4.94,491.2146,5.7912,1013.88,5.1395,
1.8,4106.485352,7347.294434,9,131642.80,175.87,-0.58,0.11,0.42,6.30,491.1108,5.8092,1013.89,5.1385,
1.9,4106.485352,7347.294434,9,131642.91,175.87,-0.65,0.06,0.44,6.77,490.9258,5.8298,1013.79,5.1735,
2.0,4106.485352,7347.294434,9,131643.00,175.87,-0.66,-0.03,0.49,5.70,490.2856,5.7705,1013.82,5.1437,
2.1,4106.485352,7347.294434,9,131643.09,175.87,-0.50,0.09,0.49,5.04,490.2656,5.7731,1014.02,5.1281,
2.2,4106.485352,7347.294434,9,131643.19,175.88,-0.55,0.05,0.44,4.85,488.3366,5.6107,1013.92,5.1498,
2.3,4106.485352,7347.294434,9,131643.30,175.89,-0.70,0.08,0.39,4.43,488.5223,5.5797,1014.19,4.6826,
2.4,4106.485352,7347.294434,9,131643.41,175.88,-0.63,0.04,0.26,3.60,488.2122,5.6081,1014.06,4.7073,
2.5,4106.485352,7347.294434,9,131643.50,175.88,-0.53,0.08,0.25,3.57,487.2219,5.6519,1014.01,4.7259,
2.6,4106.485352,7347.294434,9,131643.59,175.88,-0.50,0.09,0.21,3.09,487.3154,5.6571,1013.98,4.6991,
2.7,4106.485352,7347.294434,9,131643.70,175.89,-0.55,0.06,0.19,2.79,487.0156,6.0439,1013.92,4.6857,
2.8,4106.485352,7347.294434,9,131643.80,175.89,-0.53,0.07,0.18,3.12,486.4695,6.0619,1013.76,4.7001,
2.9,4106.485352,7347.294434,9,131643.89,175.89,-0.55,0.01,0.13,2.61,486.5934,6.1883,1013.82,4.6929,
3.0,4106.485352,7347.294434,9,131644.00,175.89,-0.55,0.05,0.15,2.44,486.6133,6.2218,1013.92,4.6940,
3.1,4106.485352,7347.294434,9,131644.09,175.90,-0.52,0.12,0.18,2.84,486.6965,6.2037,1013.92,4.7136,
3.2,4106.485352,7347.294434,9,131644.20,175.90,-0.57,0.15,0.23,3.54,485.2833,6.5906,1013.71,4.7094,
3.3,4106.485352,7347.294434,9,131644.30,175.90,-0.65,0.21,0.18,3.97,485.3039,6.5777,1013.89,4.3319,
3.4,4106.485352,7347.294434,9,131644.39,175.90,-0.59,0.18,0.13,2.95,485.2523,6.5635,1013.76,4.3474,
3.5,4106.485352,7347.294434,9,131644.50,175.91,-0.57,0.22,0.12,2.68,483.8598,6.7002,1013.78,4.3082,
3.6,4106.485352,7347.294434,9,131644.59,175.91,-0.56,0.19,0.09,3.45,484.1273,6.6977,1013.78,4.3371,
3.7,4106.485352,7347.294434,9,131644.69,175.92,-0.61,0.16,0.21,5.86,484.0139,6.7079,1013.88,4.3257,
3.8,4106.485352,7347.294434,9,131644.80,175.92,-0.69,-0.04,0.40,6.58,484.1074,6.6898,1013.92,4.3360,
3.9,4106.485352,7347.294434,9,131644.91,175.92,-0.65,-0.04,0.50,5.98,483.9623,6.7234,1013.69,4.3216,
4.0,4106.485352,7347.294434,9,131645.00,175.92,-0.69,-0.05,0.44,5.77,484.0145,6.7015,1013.82,4.3278,
4.1,4106.485352,7347.294434,9,131645.09,175.91,-0.73,0.03,0.39,5.58,484.0248,6.6989,1013.71,4.3309,
4.2,4106.485352,7347.294434,9,131645.19,175.92,-0.62,0.08,0.23,4.18,484.0970,6.7143,1013.84,4.3165,
4.3,4106.485352,7347.294434,9,131645.30,175.92,-0.54,0.10,0.22,3.81,484.1280,6.6744,1013.75,4.0318,
4.4,4106.485352,7347.294434,9,131645.41,175.93,-0.58,-0.09,0.25,5.35,483.9836,6.7002,1013.75,4.0050,
4.5,4106.485352,7347.294434,9,131645.50,175.93,-0.50,-0.16,0.34,5.50,484.1693,6.6989,1013.87,4.0318,
4.6,4106.485352,7347.294434,9,131645.59,175.93,-0.45,-0.03,0.38,5.43,484.1383,6.7066,1013.76,4.0256,
4.7,4106.485352,7347.294434,9,131645.70,175.94,-0.36,-0.01,0.36,5.40,484.0867,6.7169,1013.68,4.0173,
4.8,4106.485352,7347.294434,9,131645.80,175.94,-0.38,0.07,0.28,5.28,484.1177,6.7169,1013.76,4.0029,
4.9,4106.485352,7347.294434,9,131645.89,175.94,-0.41,0.09,0.30,5.07,483.9836,6.7014,1013.62,4.0080,
5.0,4106.485352,7347.294434,9,131646.00,175.94,-0.58,0.16,0.32,4.22,484.0655,6.7401,1013.76,3.9978,
5.1,4106.485352,7347.294434,9,131646.09,175.94,-0.60,0.12,0.25,4.14,484.1892,6.6847,1013.95,4.0019,
