DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/1/2016,  9:38:18 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
0.6,4106.484375,7347.293945,12,133855.63,176.60,0.26,0.23,-0.02,3.62,483.0313,2.8101,1013.27,4.0380,
0.7,4106.484375,7347.293945,12,133855.73,176.60,0.28,0.22,-0.03,3.63,482.8869,2.8359,1013.31,4.0257,
0.8,4106.484375,7347.293945,12,133855.81,176.60,0.27,0.21,-0.02,3.63,483.1964,2.8255,1013.36,4.0339,
0.9,4106.484375,7347.293945,12,133855.92,176.60,0.24,0.21,-0.01,3.64,482.7843,2.7791,1013.59,4.0411,
1.0,4106.484375,7347.293945,12,133856.02,176.60,0.24,0.21,-0.01,3.64,482.9494,2.7920,1013.44,4.2464,
1.1,4106.484375,7347.293945,12,133856.11,176.61,0.24,0.21,-0.01,3.64,483.0932,2.7972,1013.34,4.2619,
1.2,4106.484375,7347.293945,12,133856.22,176.61,0.22,0.21,-0.00,3.63,482.9185,2.8255,1013.67,4.2588,
1.3,4106.484375,7347.293945,12,133856.31,176.61,0.19,0.19,-0.01,3.60,483.1241,2.7817,1013.42,4.2578,
1.4,4106.484375,7347.293945,12,133856.44,176.61,0.17,0.20,-0.01,3.59,477.0894,2.5368,1013.48,4.2568,
1.5,4106.484375,7347.293945,12,133856.53,176.61,0.20,0.21,-0.00,3.62,477.0269,2.5032,1013.51,4.2671,
1.6,4106.484375,7347.293945,12,133856.61,176.61,0.19,0.19,-0.01,3.60,477.0172,2.5729,1013.33,4.2619,
1.7,4106.484375,7347.293945,12,133856.72,176.61,0.20,0.20,-0.00,3.62,477.0998,2.5805,1013.41,4.2671,
1.8,4106.484375,7347.293945,12,133856.81,176.61,0.21,0.21,0.00,3.63,476.5626,2.5187,1013.45,4.2691,
1.9,4106.484375,7347.293945,12,133856.92,176.61,0.21,0.21,0.00,3.63,473.8809,2.4490,1013.49,4.3197,
2.0,4106.484375,7347.293945,12,133857.02,176.61,0.21,0.21,0.00,3.63,473.7468,2.5238,1013.61,4.3228,
2.1,4106.484375,7347.293945,12,133857.11,176.61,0.23,0.19,0.01,3.64,473.9422,2.4723,1013.34,4.3156,
2.2,4106.484375,7347.293945,12,133857.22,176.61,0.24,0.20,-0.00,3.64,473.9015,2.5315,1013.24,4.3176,
2.3,4106.484375,7347.293945,12,133857.31,176.61,0.20,0.19,-0.01,3.68,473.7158,2.4825,1013.53,4.3372,
2.4,4106.484375,7347.293945,12,133857.42,176.61,0.12,0.19,-0.00,3.69,473.9531,2.4671,1013.41,4.3052,
2.5,4106.484375,7347.293945,12,133857.52,176.61,0.12,0.21,-0.01,3.69,473.7571,2.4284,1013.63,4.3011,
2.6,4106.484375,7347.293945,12,133857.63,176.61,0.14,0.21,-0.01,3.72,473.4366,2.4078,1013.51,4.3259,
2.7,4106.484375,7347.293945,12,133857.73,176.60,0.10,0.21,-0.00,3.72,473.5611,2.4516,1013.49,4.3042,
2.8,4106.484375,7347.293945,12,133857.81,176.60,0.09,0.25,0.01,3.70,473.2097,2.4490,1013.48,4.3290,
2.9,4106.484375,7347.293945,12,133857.92,176.60,0.10,0.31,0.02,3.73,473.3754,2.4155,1013.51,4.2548,
3.0,4106.484375,7347.293945,12,133858.02,176.59,0.07,0.26,-0.00,3.74,473.1890,2.4284,1013.40,4.2557,
3.1,4106.484375,7347.293945,12,133858.11,176.59,0.06,0.25,-0.01,3.74,472.9414,2.3794,1013.20,4.2619,
3.2,4106.484375,7347.293945,12,133858.22,176.59,0.07,0.22,-0.00,3.73,472.9621,2.3897,1013.31,4.2557,
3.3,4106.484375,7347.293945,12,133858.31,176.60,0.08,0.23,0.01,3.74,472.8589,2.4000,1013.28,4.2599,
3.4,4106.484375,7347.293945,12,133858.44,176.60,0.12,0.22,0.04,3.76,473.3651,2.4464,1013.26,4.2299,
3.5,4106.484375,7347.293945,12,133858.53,176.61,0.09,0.25,0.10,3.76,473.5404,2.4903,1013.55,4.2320,
3.6,4106.484375,7347.293945,12,133858.61,176.61,0.06,0.18,0.08,3.74,473.2000,2.5393,1013.32,4.2382,
3.7,4106.484375,7347.293945,12,133858.72,176.60,0.02,0.17,0.08,3.74,473.1684,2.5419,1013.43,4.2464,
3.8,4106.484375,7347.293945,12,133858.81,176.59,0.01,0.17,0.08,3.74,473.2309,2.5110,1013.28,4.2526,
3.9,4106.484375,7347.293945,12,133858.92,176.59,0.01,0.16,0.09,3.74,472.4262,2.7198,1013.11,4.0958,
4.0,4106.484375,7347.293945,12,133859.02,176.59,0.08,0.14,0.07,3.73,472.7144,2.7636,1013.21,4.1041,
4.1,4106.484375,7347.293945,12,133859.11,176.59,0.11,0.12,0.06,3.73,471.6009,3.0448,1013.41,4.1041,
4.2,4106.484375,7347.293945,12,133859.22,176.58,0.12,0.11,0.06,3.73,471.4977,3.0679,1013.30,4.1154,
4.3,4106.484375,7347.293945,12,133859.31,176.57,0.03,0.15,0.07,3.74,471.7453,3.0886,1013.41,4.0999,
4.4,4106.484375,7347.293945,12,133859.42,176.58,0.04,0.16,0.06,3.73,471.2191,3.3697,1013.35,4.1175,
4.5,4106.484375,7347.293945,12,133859.52,176.58,0.03,0.20,0.04,3.70,471.2804,3.3594,1013.38,4.1154,
4.6,4106.484375,7347.293945,12,133859.63,176.58,0.05,0.19,0.04,3.68,470.0018,3.5476,1013.45,4.0948,
4.7,4106.484375,7347.293945,12,133859.73,176.58,0.06,0.18,0.05,3.68,469.9805,3.5657,1013.19,4.1165,
4.8,4106.484375,7347.293945,12,133859.81,176.57,0.02,0.19,0.07,3.65,470.0430,3.5192,1013.12,4.1257,
4.9,4106.484375,7347.293945,12,133869.11,176.57,0.06,0.21,0.08,3.64,469.8264,3.5167,1013.31,3.9266,
5.0,4106.484375,7347.293945,12,133900.02,176.57,0.06,0.21,0.09,3.63,469.9811,3.5374,1013.40,3.9164,
5.1,4106.484375,7347.293945,12,133900.11,176.57,0.06,0.20,0.08,3.63,469.9295,3.5321,1013.36,3.8998,
5.2,4106.484375,7347.293945,12,133900.22,176.56,0.06,0.18,0.05,3.63,469.8573,3.5089,1013.43,3.9184,
5.3,4106.484375,7347.293945,12,133900.31,176.56,0.04,0.14,0.04,3.64,469.9289,3.5400,1013.13,3.9080,
5.4,4106.484375,7347.293945,12,133900.44,176.56,0.03,0.13,0.03,3.64,469.9502,3.5863,1013.53,3.9535,
5.5,4106.484375,7347.293945,12,133900.53,176.55,0.03,0.13,0.03,3.64,470.0843,3.5141,1013.45,3.8936,
5.6,4106.484375,7347.293945,12,133900.61,176.55,0.01,0.13,0.07,3.69,469.8154,3.5682,1013.26,3.9060,
5.7,4106.484375,7347.293945,12,133900.72,176.55,0.02,0.13,0.10,3.73,470.1152,3.5373,1013.36,3.9039,
5.8,4106.484375,7347.293945,12,133900.81,176.55,0.02,0.13,0.10,3.73,469.9192,3.5786,1013.55,3.7512,
5.9,4106.484375,7347.293945,12,133900.92,176.54,0.00,0.11,0.08,3.74,469.0526,5.6777,1013.46,3.7347,
6.0,4106.484375,7347.293945,12,133901.02,176.55,0.02,0.08,0.09,3.76,468.9907,5.6726,1013.28,3.7389,
6.1,4106.484375,7347.293945,12,133901.11,176.54,0.00,0.07,0.11,3.75,468.2582,6.1574,1013.38,3.7223,
6.2,4106.484375,7347.293945,12,133901.22,176.54,0.00,0.04,0.09,3.74,468.1035,6.1626,1013.39,3.7554,
6.3,4106.484375,7347.293945,12,133901.31,176.54,0.00,0.06,0.07,3.76,468.1344,6.1420,1013.15,3.7512,
6.4,4106.484375,7347.293945,12,133901.42,176.53,0.00,0.07,0.07,3.77,468.2988,6.1780,1013.40,3.7100,
6.5,4106.484375,7347.293945,12,133901.52,176.53,-0.01,0.05,0.08,3.77,469.2589,6.6268,1013.18,3.7389,
6.6,4106.484375,7347.293945,12,133901.63,176.52,-0.03,0.01,0.08,3.78,469.3312,6.6513,1013.36,3.7368,
6.7,4106.484375,7347.293945,12,133901.73,176.52,-0.03,0.00,0.08,3.79,469.0217,6.9259,1013.48,3.7058,
6.8,4106.484375,7347.293945,12,133901.81,176.51,-0.03,0.00,0.08,3.79,468.9804,6.9505,1013.58,3.5532,
6.9,4106.484375,7347.293945,12,133901.92,176.51,-0.03,0.00,0.08,3.79,469.1042,6.9685,1013.23,3.5222,
7.0,4106.484375,7347.293945,12,133902.02,176.50,-0.03,0.00,0.08,3.79,468.3820,7.0665,1013.30,3.5697,
7.1,4106.484375,7347.293945,12,133902.11,176.50,-0.05,0.03,0.07,3.81,468.1344,7.0046,1013.54,3.5614,
7.2,4106.484375,7347.293945,12,133902.22,176.50,-0.03,0.06,0.08,3.84,468.6606,7.2509,1013.43,3.5181,
7.3,4106.484375,7347.293945,12,133902.31,176.50,-0.00,0.05,0.06,3.85,468.6709,7.2895,1013.39,3.5676,
7.4,4106.484375,7347.293945,12,133902.44,176.49,0.02,0.06,0.04,3.88,468.7431,7.5435,1013.43,3.5594,
7.5,4106.484375,7347.293945,12,133902.53,176.49,-0.00,0.11,0.02,3.87,468.7837,7.5359,1013.36,3.5655,
7.6,4106.484375,7347.293945,12,133902.61,176.48,-0.02,0.12,0.00,3.87,468.6909,7.5435,1013.51,3.5862,
7.7,4106.484375,7347.293945,12,133902.72,176.48,-0.02,0.12,0.00,3.87,469.1661,7.7434,1013.30,3.5614,
7.8,4106.484375,7347.293945,12,133902.81,176.48,-0.06,0.11,-0.01,3.91,469.2892,7.7448,1013.26,3.4026,
7.9,4106.484375,7347.293945,12,133902.92,176.47,-0.09,0.14,-0.00,3.96,468.8979,7.7448,1013.40,3.3757,
8.0,4106.484375,7347.293945,12,133903.02,176.47,-0.12,0.10,0.01,4.06,468.8463,7.7693,1013.41,3.4005,
8.1,4106.484375,7347.293945,12,133903.13,176.47,-0.14,0.09,0.03,4.18,468.9701,7.7511,1013.22,3.3840,
8.2,4106.484375,7347.293945,12,133903.23,176.46,-0.10,0.08,0.02,4.29,468.4852,7.8608,1013.29,3.3902,
8.3,4106.484375,7347.293945,12,133903.31,176.45,-0.12,0.08,-0.01,4.43,468.6393,7.8505,1013.33,3.3963,
8.4,4106.484375,7347.293945,12,133903.42,176.44,-0.10,0.04,-0.04,4.53,469.2074,8.0426,1013.23,3.3881,
8.5,4106.484375,7347.293945,12,133903.52,176.43,-0.08,0.02,-0.03,4.47,469.3828,8.0658,1013.47,3.4046,
8.6,4106.484375,7347.293945,12,133903.63,176.43,-0.08,0.04,-0.08,4.46,468.3304,8.2528,1013.38,3.3696,
8.7,4106.484375,7347.293945,12,133903.73,176.42,-0.02,0.07,-0.14,4.49,468.5155,8.2411,1013.37,3.3901,
8.8,4106.484375,7347.293945,12,133903.81,176.41,-0.01,0.09,-0.15,4.55,468.5774,8.2037,1013.43,3.2952,
8.9,4106.484375,7347.293945,12,133903.92,176.41,-0.06,0.05,-0.13,4.75,468.7431,8.2270,1013.37,3.2643,
9.0,4106.484375,7347.293945,12,133904.02,176.40,-0.04,0.00,-0.11,4.84,468.7225,8.2012,1013.22,3.2932,
9.1,4106.484375,7347.293945,12,133904.11,176.40,-0.03,-0.02,-0.08,4.83,468.7740,8.2502,1013.46,3.2932,
9.2,4106.484375,7347.293945,12,133904.22,176.39,-0.02,0.00,-0.04,4.84,468.9385,8.1547,1013.21,3.3014,
9.3,4106.484375,7347.293945,12,133904.31,176.39,-0.01,0.05,-0.05,4.88,469.7851,8.1831,1013.46,3.3035,
9.4,4106.484375,7347.293945,12,133904.44,176.39,-0.01,0.08,-0.03,4.85,469.7438,8.1316,1013.33,3.2767,
9.5,4106.484375,7347.293945,12,133904.53,176.39,0.03,0.05,-0.01,4.84,469.5169,8.1136,1013.40,3.3056,
9.6,4106.484375,7347.293945,12,133904.61,176.39,0.01,0.11,-0.00,4.70,469.4956,8.0954,1013.35,3.2808,
9.7,4106.484375,7347.293945,12,133904.72,176.39,0.00,0.17,-0.04,4.62,469.3105,8.0194,1013.33,3.2870,
9.8,4106.484375,7347.293945,12,133904.81,176.38,0.00,0.12,-0.04,4.64,469.3208,8.0258,1013.38,3.2664,
9.9,4106.484375,7347.293945,12,133904.92,176.38,-0.02,0.08,-0.04,4.65,469.0932,8.0348,1013.29,3.2540,
