DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/3/2016, 12:49:13 PM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.3,4054.068604,7346.685547,14,164952.72,141.44,-0.24,0.12,0.61,23.63,478.5378,2.6734,1009.19,2.3522,
1.4,4054.068604,7346.685547,14,164952.83,141.43,-0.12,0.01,0.64,23.74,478.4037,2.6914,1009.25,2.3461,
1.5,4054.068604,7346.685547,14,164952.94,141.43,-0.00,0.14,0.62,23.58,478.6409,2.7328,1009.29,2.3481,
1.6,4054.068604,7346.685547,14,164953.03,141.43,-0.41,0.63,0.58,21.68,478.6512,2.6811,1009.11,2.3606,
1.7,4054.068604,7346.685547,14,164953.13,141.43,-0.66,0.74,0.47,20.73,478.4868,2.7198,1009.30,2.3502,
1.8,4054.068604,7346.685547,14,164953.23,141.44,-0.53,0.79,0.35,20.85,478.4662,2.7559,1009.22,2.3853,
1.9,4054.068604,7346.685547,14,164953.33,141.44,-0.50,0.67,0.26,20.78,478.5481,2.6992,1009.40,2.3584,
2.0,4054.068604,7346.685547,14,164953.44,141.43,-0.52,0.59,0.17,20.64,478.3727,2.7456,1009.09,2.3935,
2.1,4054.068604,7346.685547,14,164953.53,141.43,-0.43,0.57,0.11,20.67,478.5687,2.6606,1009.38,2.3564,
2.2,4054.068604,7346.685547,14,164953.63,141.43,-0.49,0.45,0.32,20.88,513.3932,2.4671,1009.61,2.3193,
2.3,4054.068604,7346.685547,14,164953.73,141.44,-0.46,0.47,0.41,21.23,513.5480,2.5419,1009.18,2.3543,
2.4,4054.068604,7346.685547,14,164953.83,141.44,-0.34,0.45,0.48,22.14,514.1154,2.4697,1009.42,2.3481,
2.5,4054.068604,7346.685547,14,164953.94,141.44,-0.15,0.16,0.49,22.73,514.2494,2.4954,1009.28,2.3646,
2.6,4054.068604,7346.685547,14,164954.03,141.45,0.08,0.09,0.43,22.88,514.2184,2.5006,1009.16,2.3791,
2.7,4054.068604,7346.685547,14,164954.13,141.45,0.16,-0.04,0.34,22.97,513.2186,2.4646,1009.33,2.3564,
2.8,4054.068604,7346.685547,14,164954.23,141.45,-0.06,0.01,0.41,22.88,513.0116,2.4697,1009.21,2.3667,
2.9,4054.068604,7346.685547,14,164954.33,141.45,0.06,0.01,0.41,22.78,518.6953,2.4697,1009.31,2.3688,
3.0,4054.068604,7346.685547,14,164954.44,141.45,0.14,0.21,0.65,21.77,518.7366,2.4748,1009.24,2.3523,
3.1,4054.068604,7346.685547,14,164954.53,141.45,0.21,0.59,0.74,21.27,518.7056,2.4542,1009.17,2.3729,
3.2,4054.068604,7346.685547,14,164954.63,141.46,0.45,0.75,0.64,21.39,519.3871,2.4362,1009.18,2.3709,
3.3,4054.068604,7346.685547,14,164954.73,141.46,0.38,0.50,0.64,21.34,518.7572,2.4851,1009.19,2.3646,
3.4,4054.068604,7346.685547,14,164954.84,141.46,-0.08,0.27,0.58,21.48,517.3344,2.4877,1009.30,2.3833,
3.5,4054.068604,7346.685547,14,164954.94,141.45,0.12,0.09,0.58,21.60,517.6741,2.5058,1009.30,2.3522,
3.6,4054.068604,7346.685547,14,164955.03,141.46,-0.01,0.10,0.61,21.65,517.5297,2.4362,1009.27,2.3543,
3.7,4054.068604,7346.685547,14,164955.13,141.46,0.04,0.22,0.53,21.61,518.9532,2.4775,1009.21,2.3317,
3.8,4054.068604,7346.685547,14,164955.23,141.46,0.15,0.18,0.41,21.50,518.9745,2.5213,1009.40,2.3419,
3.9,4054.068604,7346.685547,14,164955.33,141.46,0.53,0.30,0.25,21.41,517.2100,2.4697,1009.20,2.3564,
4.0,4054.068604,7346.685547,14,164955.44,141.46,0.50,0.26,0.10,21.41,517.1686,2.5186,1009.09,2.3399,
4.1,4054.068604,7346.685547,14,164955.53,141.46,0.38,0.15,0.16,21.42,517.1583,2.4543,1009.34,2.3626,
4.2,4054.068604,7346.685547,14,164955.63,141.47,0.37,0.24,0.05,21.41,517.2415,2.4284,1009.30,2.3791,
4.3,4054.068604,7346.685547,14,164955.73,141.47,0.55,0.15,0.10,21.24,517.2925,2.5058,1009.31,2.3853,
4.4,4054.068604,7346.685547,14,164955.83,141.47,0.48,0.08,0.38,21.25,517.1377,2.4439,1009.08,2.3420,
4.5,4054.068604,7346.685547,14,164955.94,141.47,0.40,0.04,0.50,21.27,517.2312,2.4825,1009.01,2.3894,
4.6,4054.068604,7346.685547,14,164956.03,141.47,0.41,0.06,0.44,21.24,517.2821,2.4490,1009.44,2.3337,
4.7,4054.068604,7346.685547,14,164956.13,141.47,0.37,0.11,0.38,21.21,503.8309,2.4516,1009.28,2.3750,
4.8,4054.068604,7346.685547,14,164956.23,141.47,0.43,0.13,0.18,21.13,504.1307,2.4722,1009.22,2.3605,
4.9,4054.068604,7346.685547,14,164956.33,141.47,0.57,0.32,0.29,21.10,503.9238,2.4413,1009.30,2.3378,
5.0,4054.068604,7346.685547,14,164956.44,141.47,0.73,0.71,0.36,20.78,504.3055,2.4387,1009.30,2.3502,
5.1,4054.068604,7346.685547,14,164956.53,141.47,0.69,0.85,0.19,20.43,504.3673,2.4362,1009.24,2.3440,
5.2,4054.068604,7346.685547,14,164956.63,141.47,0.57,0.89,0.12,20.35,504.0063,2.4310,1009.18,2.3419,
5.3,4054.068604,7346.685547,14,164956.73,141.47,0.59,0.83,-0.07,20.32,503.9651,2.4619,1009.28,2.3481,
5.4,4054.068604,7346.685547,14,164956.84,141.48,0.61,0.81,-0.13,20.33,503.9238,2.4413,1009.38,2.3419,
