DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/1/2016,  1:00:56 PM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.2,4108.147949,7351.591309,9,170133.41,45.68,-2.87,2.10,0.23,11.46,423.5506,2.0080,1023.54,1.9992,
1.3,4108.147949,7351.591309,9,170133.52,43.00,-2.80,2.00,0.31,11.46,423.4069,2.1009,1023.44,1.9745,
1.4,4108.148438,7351.591309,9,170133.59,41.71,-2.65,2.17,0.49,11.47,423.3450,2.0184,1023.35,1.9435,
1.5,4108.148438,7351.591309,9,170133.70,40.12,-2.54,2.18,0.56,11.54,423.4784,2.0261,1023.35,1.9579,
1.6,4108.148438,7351.591309,9,170133.80,37.94,-2.63,1.74,0.64,11.51,422.7880,2.0725,1023.42,1.9641,
1.7,4108.148926,7351.591309,9,170133.91,35.60,-2.22,2.06,0.61,11.53,422.7261,2.0493,1023.24,2.0157,
1.8,4108.148926,7351.591309,9,170134.00,33.23,-2.41,1.76,0.54,11.53,422.6533,2.0287,1023.21,1.9641,
1.9,4108.148926,7351.591309,9,170134.09,30.92,-2.26,1.65,0.44,11.55,424.2733,2.0209,1023.27,2.0033,
2.0,4108.148926,7351.591309,9,170134.20,28.84,-2.05,2.05,0.34,11.53,424.2727,2.0493,1023.48,2.0136,
2.1,4108.149414,7351.591309,9,170134.30,27.13,-2.07,2.06,0.36,11.55,424.3455,2.0802,1023.32,1.9682,
2.2,4108.149414,7351.591309,9,170134.41,25.41,-1.74,2.36,0.37,11.78,424.4996,2.0596,1023.40,1.9827,
2.3,4108.149414,7351.591309,9,170134.50,24.06,-1.89,2.29,0.25,11.68,424.2630,2.1010,1023.51,1.9765,
2.4,4108.149414,7351.591309,9,170134.59,22.62,-1.76,2.13,0.12,11.77,424.5209,2.0699,1023.50,2.0013,
2.5,4108.149902,7351.591309,9,170134.70,21.33,-1.56,2.11,0.09,11.69,424.1289,2.0906,1023.32,1.9848,
2.6,4108.149902,7351.591309,9,170134.80,20.30,-1.47,2.01,0.09,11.70,424.2527,2.0416,1023.51,1.9909,
2.7,4108.149902,7351.591309,9,170134.91,19.28,-1.42,1.97,0.16,11.67,424.1489,2.0338,1023.47,1.9765,
2.8,4108.149902,7351.591309,9,170135.00,18.46,-1.21,1.87,0.26,11.64,424.1908,2.1035,1023.43,1.9889,
2.9,4108.149902,7351.591309,9,170135.09,17.62,-0.92,1.81,0.18,11.69,424.0051,2.0441,1023.32,1.9703,
3.0,4108.149902,7351.591309,9,170135.20,16.90,-0.91,1.68,0.29,11.78,424.1702,2.0441,1023.34,1.9972,
3.1,4108.150391,7351.591309,9,170135.30,16.36,-0.76,1.58,0.31,11.59,424.1599,2.0288,1023.18,1.9806,
3.2,4108.150391,7351.591309,9,170135.41,15.78,-0.49,1.50,-0.07,11.54,424.2108,2.0390,1023.31,1.9909,
3.3,4108.150391,7351.591309,8,170135.52,15.28,-0.40,1.49,0.06,11.61,424.3242,2.0493,1023.36,1.9600,
3.4,4108.150391,7351.591309,8,170135.59,14.91,-0.42,1.52,0.28,11.79,424.0870,2.0545,1023.22,1.9827,
3.5,4108.150391,7351.591309,8,170135.70,14.52,-0.34,1.28,0.04,11.58,424.1083,2.0390,1023.25,1.9806,
3.6,4108.150391,7351.591309,8,170135.80,14.20,-0.44,1.09,-0.18,11.44,424.2217,2.0520,1023.32,1.9827,
3.7,4108.150391,7351.591309,8,170135.91,13.91,-0.48,1.13,-0.02,11.36,424.1805,2.0597,1023.24,2.0136,
3.8,4108.150391,7351.591309,8,170136.00,13.67,-0.35,1.22,-0.11,11.35,424.0361,2.0520,1023.32,1.9847,
3.9,4108.150391,7351.591309,8,170136.09,13.39,-0.14,1.28,0.06,11.42,423.3037,2.0957,1023.39,1.9662,
4.0,4108.150391,7351.591309,8,170136.20,13.20,-0.09,1.23,0.06,11.63,423.5306,2.0209,1023.35,1.9703,
4.1,4108.150391,7351.591309,8,170136.30,13.06,-0.09,1.22,0.08,11.49,423.9735,2.0751,1023.25,1.9601,
4.2,4108.150879,7351.591309,8,170136.41,12.91,-0.02,1.15,-0.07,11.19,423.2206,2.0493,1023.33,1.9724,
4.3,4108.150879,7351.591309,8,170136.52,12.81,0.01,1.08,-0.04,11.13,423.0046,2.0416,1023.52,1.9621,
4.4,4108.150879,7351.591309,8,170136.59,12.76,0.08,1.04,0.01,11.10,422.5301,2.0828,1023.41,1.9559,
4.5,4108.150879,7351.591309,8,170136.70,12.72,0.07,1.14,-0.08,11.19,422.4270,2.0390,1023.64,1.9992,
4.6,4108.150879,7351.591309,8,170136.80,12.69,-0.12,0.88,0.04,11.22,422.4063,2.0235,1023.29,1.9477,
4.7,4108.150879,7351.591309,8,170136.91,12.68,0.01,0.72,0.03,11.30,422.8396,2.0287,1023.42,1.9889,
4.8,4108.150879,7351.591309,8,170137.02,12.68,0.07,0.80,0.06,11.42,422.9943,2.0545,1023.34,1.9786,
4.9,4108.150879,7351.591309,8,170137.09,12.68,0.10,0.76,0.15,11.44,422.9324,2.0080,1023.42,2.0096,
5.0,4108.150879,7351.591309,8,170137.20,12.71,0.22,0.67,0.25,11.61,422.9015,2.0545,1023.24,1.9744,
5.1,4108.150879,7351.591309,8,170137.30,12.71,0.10,0.50,0.24,11.42,422.6745,2.0132,1023.21,1.9868,
5.2,4108.150879,7351.591309,8,170137.41,12.71,-0.05,0.41,0.13,11.35,422.7158,2.0467,1023.27,1.9538,
5.3,4108.150879,7351.591309,8,170137.52,12.70,0.00,0.37,0.11,11.32,422.6848,2.0262,1023.43,2.0012,
5.4,4108.150879,7351.591309,8,170137.59,12.67,0.03,0.40,0.16,11.34,422.6333,2.0416,1023.44,1.9476,
5.5,4108.150879,7351.591309,8,170137.70,12.63,0.08,0.19,0.24,11.46,422.3341,2.0209,1023.60,1.9435,
5.6,4108.150879,7351.591309,8,170137.80,12.57,0.06,0.11,0.26,11.55,422.4476,1.9977,1023.54,1.9497,
5.7,4108.150879,7351.591309,8,170137.91,12.51,0.08,0.13,0.28,11.57,422.2613,2.0777,1023.41,1.9703,
5.8,4108.150879,7351.591309,8,170138.02,12.41,0.09,0.03,0.24,11.57,422.1175,2.0338,1023.41,1.9930,
5.9,4108.150879,7351.591309,8,170138.09,12.28,0.05,0.04,0.13,11.55,422.4992,2.0364,1023.40,1.9476,
6.0,4108.150879,7351.591309,8,170138.22,12.10,0.05,-0.05,0.13,11.61,422.5817,2.0520,1023.40,1.9579,
6.1,4108.150391,7351.591309,8,170138.31,11.89,0.11,-0.18,0.11,11.59,422.4373,2.0519,1023.34,1.9559,
6.2,4108.150391,7351.591309,8,170138.41,11.63,-0.00,-0.35,0.12,11.52,422.3754,2.0029,1023.38,1.9641,
6.3,4108.150391,7351.591309,8,170138.52,11.32,-0.09,-0.47,0.11,11.49,422.2722,2.0236,1023.21,1.9724,
6.4,4108.150391,7351.591309,8,170138.59,11.00,-0.32,-0.68,-0.15,11.37,422.3438,2.0623,1023.20,1.9765,
6.5,4108.150391,7351.591309,8,170138.70,10.56,-0.27,-0.78,-0.17,11.44,422.4785,1.9926,1023.39,1.9765,
