DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/1/2016, 10:25:45 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
0.8,4108.037109,7348.106445,10,142622.86,203.36,0.73,0.44,0.21,7.21,433.7190,2.0106,1016.85,1.9800,
0.9,4108.037109,7348.106445,10,142622.97,203.36,0.75,0.42,0.11,7.22,433.1717,1.9745,1016.64,2.0110,
1.0,4108.037109,7348.106445,10,142623.06,203.35,0.81,0.31,0.14,7.23,433.2852,1.9848,1016.76,1.9821,
1.1,4108.037109,7348.106445,10,142623.17,203.34,0.79,0.21,0.16,7.23,433.2130,2.0106,1016.82,1.9676,
1.2,4108.037109,7348.106445,10,142623.25,203.33,0.75,0.14,0.20,7.22,433.4398,2.0210,1016.82,1.9841,
1.3,4108.037109,7348.106445,10,142623.36,203.32,0.78,0.19,0.16,7.22,433.2645,2.0286,1016.80,1.9676,
1.4,4108.037109,7348.106445,10,142623.47,203.31,0.79,0.24,0.22,7.19,433.1923,2.0157,1016.84,1.9697,
1.5,4108.037109,7348.106445,10,142623.56,203.30,0.82,0.26,0.30,7.20,433.3264,2.0157,1016.79,1.9595,
1.6,4108.037109,7348.106445,10,142623.67,203.30,0.97,0.21,0.36,7.18,433.2542,1.9951,1016.75,1.9367,
1.7,4108.037109,7348.106445,10,142623.77,203.29,0.97,0.18,0.40,7.17,433.3374,1.9822,1016.67,1.9718,
1.8,4108.037109,7348.106445,10,142623.86,203.27,0.90,0.31,0.36,7.19,431.8722,1.9977,1016.66,1.9965,
1.9,4108.037109,7348.106445,10,142623.97,203.26,0.82,0.34,0.30,7.22,431.8212,1.9616,1016.66,1.9594,
2.0,4108.037109,7348.106445,10,142624.06,203.24,0.73,0.26,0.26,7.24,432.4394,2.0286,1016.84,1.9780,
2.1,4108.037109,7348.106445,10,142624.16,203.22,0.71,0.21,0.37,7.24,432.3885,1.9900,1016.66,1.9883,
2.2,4108.037109,7348.106445,10,142624.27,203.20,0.72,0.10,0.35,7.21,432.4394,1.9513,1016.74,1.9925,
