DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/2/2016, 10:39:16 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.2,4059.941895,7351.397949,14,143953.83,117.48,2.02,0.33,-0.09,14.45,429.2051,3.6121,1019.53,2.5763,
1.3,4059.941895,7351.397949,14,143953.95,117.48,2.01,0.49,-0.21,14.44,428.9788,3.5168,1019.43,2.5928,
1.4,4059.941895,7351.397949,14,143954.05,117.49,2.24,0.66,-0.11,14.47,429.0201,3.5296,1019.42,2.5371,
1.5,4059.941895,7351.397949,14,143954.13,117.49,2.49,0.90,0.05,14.49,429.0613,3.4677,1019.36,2.5887,
1.6,4059.941895,7351.397949,14,143954.22,117.50,2.46,0.96,-0.02,14.47,429.7111,3.4677,1019.35,2.5907,
1.7,4059.941895,7351.397949,14,143954.34,117.50,2.35,0.87,-0.09,14.44,429.8246,3.4316,1019.23,2.5434,
1.8,4059.941895,7351.397949,14,143954.44,117.50,2.33,0.83,-0.13,14.44,429.5867,3.4548,1019.32,2.5722,
1.9,4059.941895,7351.397949,14,143954.53,117.50,2.06,0.82,0.07,14.49,430.1443,3.3104,1019.49,2.5784,
2.0,4059.941895,7351.397949,14,143954.64,117.50,1.77,0.75,0.44,14.51,430.0309,3.3258,1019.29,2.5907,
2.1,4059.941895,7351.397949,14,143954.75,117.50,1.77,0.62,0.52,14.49,430.1031,3.3258,1019.40,2.5412,
2.2,4059.941895,7351.397949,14,143954.83,117.49,1.74,0.57,0.47,14.46,431.1551,3.2124,1019.40,2.5866,
2.3,4059.941895,7351.397949,14,143954.94,117.49,1.68,0.57,0.34,14.47,432.0834,3.1144,1019.38,2.5536,
