DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/1/2016, 11:51:54 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.0,4108.292480,7351.442871,9,155231.17,86.48,1.12,0.16,0.54,7.98,423.2489,2.0725,1022.92,1.9042,
1.1,4108.292480,7351.442871,9,155231.28,86.48,1.09,0.06,0.61,7.95,422.7130,2.0235,1022.95,1.9289,
1.2,4108.292480,7351.442871,9,155231.38,86.48,0.95,0.07,0.67,7.95,422.6098,2.0260,1023.15,1.8815,
1.3,4108.292480,7351.442871,9,155231.48,86.48,0.89,0.27,0.66,8.00,423.5900,1.9796,1023.03,1.8836,
1.4,4108.292480,7351.442871,9,155231.56,86.49,0.90,0.47,0.54,8.07,423.7544,1.9900,1023.20,1.9269,
1.5,4108.292480,7351.442871,9,155231.67,86.49,0.98,0.55,0.44,8.08,422.6614,2.0235,1023.12,1.8980,
1.6,4108.292480,7351.442871,9,155231.78,86.49,1.04,0.60,0.32,8.06,422.8052,2.0261,1023.06,1.9083,
1.7,4108.292480,7351.442871,9,155231.88,86.50,1.00,0.67,0.20,8.06,422.7233,2.0493,1022.93,1.9166,
1.8,4108.292480,7351.442871,9,155231.98,86.50,1.10,0.72,0.12,8.03,423.2392,2.0183,1023.08,1.8877,
1.9,4108.292480,7351.442871,9,155232.06,86.50,1.20,0.72,0.26,8.02,422.9703,2.0106,1023.05,1.9062,
2.0,4108.292480,7351.442871,9,155232.17,86.50,1.19,0.63,0.47,8.01,423.1051,2.0364,1022.91,1.8877,
2.1,4108.292480,7351.442871,9,155232.28,86.50,1.24,0.49,0.36,8.00,422.9703,2.0519,1023.07,1.8794,
2.2,4108.292480,7351.442871,9,155232.38,86.50,1.19,0.37,0.34,7.99,422.3106,2.0028,1022.98,1.9207,
2.3,4108.292480,7351.442871,9,155232.48,86.50,1.11,0.23,0.41,7.97,421.6194,2.0544,1023.21,1.9062,
2.4,4108.292480,7351.442871,9,155232.58,86.50,1.08,0.17,0.43,7.96,421.9179,2.0028,1023.02,1.8774,
2.5,4108.292480,7351.442871,9,155232.67,86.49,1.05,0.15,0.39,7.99,421.7122,2.0055,1023.01,1.8959,
2.6,4108.292480,7351.442871,9,155232.77,86.49,1.00,0.11,0.38,8.00,422.6408,1.9719,1022.97,1.9208,
2.7,4108.292480,7351.442871,9,155232.88,86.50,0.96,0.05,0.46,7.99,423.1147,2.0648,1023.16,1.9062,
2.8,4108.292480,7351.442871,9,155232.98,86.50,1.02,0.00,0.54,7.98,422.4654,2.0183,1023.05,1.9001,
2.9,4108.292480,7351.442871,9,155233.06,86.49,1.02,-0.10,0.59,8.00,422.4861,1.9667,1022.91,1.9104,
3.0,4108.292480,7351.442871,9,155233.17,86.50,1.00,0.03,0.54,7.98,422.3416,2.0080,1022.91,1.9208,
3.1,4108.292480,7351.442871,9,155233.28,86.49,1.09,0.19,0.43,7.96,422.4551,2.0415,1023.12,1.8794,
3.2,4108.292480,7351.442871,9,155233.38,86.49,1.16,0.11,0.33,7.97,422.5479,2.0055,1023.06,1.9104,
3.3,4108.292480,7351.442871,9,155233.48,86.49,1.15,0.11,0.37,8.00,421.8773,1.9874,1022.98,1.9021,
3.4,4108.292480,7351.442871,9,155233.56,86.48,1.13,0.13,0.39,7.99,421.8148,2.0054,1022.83,1.8897,
3.5,4108.292480,7351.442871,9,155233.67,86.48,1.03,0.14,0.31,7.99,421.9489,1.9745,1022.96,1.9413,
3.6,4108.292480,7351.442871,9,155233.78,86.48,1.01,0.20,0.10,8.00,421.6497,2.0106,1023.03,1.9166,
3.7,4108.292480,7351.442871,9,155233.88,86.48,1.08,0.24,-0.05,8.00,421.8464,1.9796,1023.04,1.9186,
3.8,4108.292480,7351.442871,9,155233.98,86.48,1.05,0.19,-0.09,8.04,421.6400,2.0312,1023.02,1.8877,
3.9,4108.292480,7351.442871,9,155234.06,86.48,0.98,0.10,-0.12,8.07,421.9908,2.0338,1022.88,1.8980,
4.0,4108.292480,7351.442871,9,155234.17,86.49,0.99,0.06,0.01,8.04,422.0630,2.0260,1023.17,1.8918,
4.1,4108.292480,7351.442871,9,155234.27,86.48,1.04,0.14,0.24,8.02,422.1559,2.0028,1022.89,1.8980,
4.2,4108.292480,7351.442871,9,155234.38,86.49,0.94,0.10,0.14,8.03,422.3932,2.0235,1023.08,1.8774,
4.3,4108.292480,7351.442871,9,155234.48,86.48,0.79,0.07,-0.11,8.05,422.3003,1.9900,1023.24,1.9104,
4.4,4108.292480,7351.442871,9,155234.58,86.49,0.80,0.17,-0.12,8.05,422.2900,1.9693,1023.13,1.9145,
4.5,4108.292480,7351.442871,9,155234.67,86.48,0.80,0.19,0.02,8.02,422.3622,2.0260,1023.01,1.8650,
