DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/3/2016, 10:15:28 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.2,4056.374268,7347.923828,12,141607.36,128.58,-0.13,0.09,-0.14,16.20,622.6509,3.5577,1008.65,3.8953,
1.3,4056.374268,7347.923828,12,141607.47,128.58,-0.14,0.10,-0.15,16.20,622.6207,3.5087,1008.48,3.8705,
1.4,4056.374268,7347.923828,12,141607.56,128.59,-0.16,0.11,-0.16,16.18,622.5381,3.5500,1008.60,3.8437,
1.5,4056.374268,7347.923828,12,141607.66,128.61,-0.16,0.14,-0.17,16.18,622.6104,3.5603,1008.55,3.8664,
1.6,4056.374268,7347.923828,12,141607.75,128.61,-0.19,0.11,-0.18,16.15,622.7135,3.5113,1008.46,3.8355,
1.7,4056.374268,7347.923828,12,141607.86,128.62,-0.23,0.10,-0.17,16.11,622.5485,3.5294,1008.42,3.8231,
1.8,4056.374268,7347.923828,12,141607.95,128.63,-0.24,0.10,-0.16,16.12,622.7025,3.5655,1008.60,3.8622,
1.9,4056.374268,7347.923828,12,141608.05,128.64,-0.27,0.12,-0.13,16.15,622.5065,3.5397,1008.56,3.8746,
2.0,4056.374268,7347.923828,12,141608.16,128.65,-0.33,0.13,-0.14,16.10,622.6516,3.5346,1008.50,3.8829,
2.1,4056.374268,7347.923828,12,141608.25,128.66,-0.32,0.17,-0.14,16.08,622.8889,3.2921,1008.51,3.8685,
2.2,4056.374268,7347.923828,12,141608.34,128.67,-0.22,0.23,-0.15,16.09,621.9193,3.5810,1008.61,3.8354,
2.3,4056.374268,7347.923828,12,141608.45,128.69,-0.21,0.30,-0.18,16.13,621.9915,3.5861,1008.44,3.8664,
2.4,4056.374268,7347.923828,12,141608.55,128.71,-0.12,0.40,-0.19,16.26,620.7537,3.5165,1008.44,3.8643,
2.5,4056.374268,7347.923828,12,141608.66,128.72,-0.08,0.43,-0.18,16.29,620.8562,3.5294,1008.66,3.8644,
2.6,4056.374268,7347.923828,12,141608.75,128.73,-0.01,0.40,-0.21,16.31,620.7021,3.5294,1008.44,3.8519,
2.7,4056.374268,7347.923828,12,141608.84,128.73,-0.02,0.31,-0.23,16.31,619.1653,3.4314,1008.53,3.8581,
2.8,4056.374268,7347.923828,12,141608.95,128.74,-0.02,0.23,-0.19,16.31,619.0305,3.4520,1008.23,3.8334,
2.9,4056.374268,7347.923828,12,141609.05,128.75,-0.06,0.20,-0.14,16.31,619.0202,3.4882,1008.45,3.8829,
3.0,4056.374268,7347.923828,12,141609.16,128.77,-0.05,0.14,-0.10,16.30,618.4735,3.4391,1008.74,3.8541,
3.1,4056.374268,7347.923828,12,141609.25,128.77,-0.14,0.14,-0.06,16.30,618.4845,3.4211,1008.52,3.8684,
3.2,4056.374268,7347.923828,12,141609.36,128.78,-0.20,0.15,-0.03,16.30,616.7922,3.4236,1008.59,3.8911,
3.3,4056.374268,7347.923828,12,141609.47,128.79,-0.24,0.19,-0.04,16.27,616.9373,3.4107,1008.64,3.8808,
3.4,4056.374268,7347.923828,12,141609.56,128.79,-0.27,0.22,-0.06,16.29,614.2555,3.3347,1008.57,3.8726,
3.5,4056.374268,7347.923828,12,141609.66,128.80,-0.30,0.30,-0.08,16.29,614.0389,3.3463,1008.50,3.8561,
3.6,4056.374268,7347.923828,12,141609.75,128.80,-0.25,0.43,-0.10,16.59,613.9564,3.3502,1008.52,3.8767,
3.7,4056.374268,7347.923828,12,141609.86,128.81,-0.21,0.48,-0.11,16.62,611.5325,3.3218,1008.60,3.8519,
3.8,4056.374268,7347.923828,12,141609.95,128.81,-0.17,0.52,-0.05,16.70,611.3984,3.2948,1008.46,3.8726,
3.9,4056.374268,7347.923828,12,141610.05,128.81,-0.17,0.47,-0.01,16.66,611.5009,3.3153,1008.51,3.8293,
4.0,4056.374268,7347.923828,12,141610.16,128.82,-0.15,0.47,0.03,16.63,611.5222,3.3193,1008.67,3.8314,
4.1,4056.374268,7347.923828,12,141610.25,128.83,-0.18,0.44,0.05,16.67,611.1714,3.3450,1008.59,3.8458,
4.2,4056.374268,7347.923828,12,141610.36,128.83,-0.18,0.43,0.04,16.69,611.1611,3.3321,1008.41,3.8148,
4.3,4056.374268,7347.923828,12,141610.45,128.84,-0.16,0.45,0.05,16.67,611.1708,3.2792,1008.60,3.8313,
4.4,4056.374268,7347.923828,12,141610.55,128.85,-0.17,0.45,0.06,16.65,611.0477,3.2819,1008.58,3.8705,
4.5,4056.374268,7347.923828,12,141610.66,128.84,-0.24,0.38,0.03,16.65,611.0477,3.3050,1008.47,3.8457,
