DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/1/2016, 10:45:42 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.4,4108.036133,7348.106445,12,144619.52,200.18,-0.70,1.02,-0.11,8.31,422.6945,2.4900,1015.25,2.2859,
1.5,4108.036133,7348.106445,12,144619.63,200.19,-0.70,0.98,0.18,8.32,422.8596,2.4719,1015.28,2.2942,
1.6,4108.036133,7348.106445,12,144619.73,200.19,-0.54,0.87,0.20,8.32,422.9731,2.4823,1015.31,2.2652,
1.7,4108.036133,7348.106445,12,144619.81,200.20,-0.66,0.80,0.06,8.30,422.6945,2.5286,1015.46,2.2879,
1.8,4108.036133,7348.106445,12,144619.92,200.21,-0.67,0.81,0.07,8.29,422.8906,2.5157,1015.69,2.2859,
1.9,4108.036133,7348.106445,12,144620.02,200.22,-0.53,0.95,0.20,8.32,422.8080,2.4900,1015.54,2.2941,
2.0,4108.036133,7348.106445,12,144620.13,200.23,-0.38,0.95,0.20,8.32,422.8080,2.4564,1015.46,2.2632,
2.1,4108.036133,7348.106445,12,144620.22,200.24,-0.31,0.90,0.20,8.38,422.9112,2.5080,1015.46,2.3209,
2.2,4108.036133,7348.106445,12,144620.33,200.25,-0.14,0.86,0.29,8.39,422.8080,2.4900,1015.60,2.2302,
2.3,4108.036133,7348.106445,12,144620.42,200.26,0.07,1.00,0.19,8.43,422.9112,2.4745,1015.43,2.2260,
2.4,4108.036133,7348.106445,12,144620.52,200.27,0.23,1.01,0.11,8.40,423.0659,2.4797,1015.51,2.2302,
2.5,4108.036133,7348.106445,12,144620.61,200.27,0.08,1.06,0.49,8.48,422.9731,2.5157,1015.50,2.2322,
2.6,4108.036133,7348.106445,12,144620.72,200.28,0.02,0.91,0.56,8.45,422.8286,2.5080,1015.40,2.2797,
2.7,4108.036133,7348.106445,12,144620.83,200.29,0.00,0.87,0.56,8.44,422.8286,2.4874,1015.64,2.2446,
2.8,4108.036133,7348.106445,12,144620.94,200.29,-0.06,0.79,0.41,8.44,422.9738,2.4668,1015.45,2.2467,
2.9,4108.036133,7348.106445,12,144621.02,200.30,-0.07,0.73,0.36,8.42,433.1563,3.0236,1015.48,2.2591,
3.0,4108.036133,7348.106445,12,144621.11,200.30,0.00,0.69,0.26,8.44,433.3317,2.9334,1015.48,2.2240,
3.1,4108.036133,7348.106445,12,144621.22,200.30,0.11,0.71,0.11,8.42,433.4039,2.9489,1015.43,2.2240,
3.2,4108.036133,7348.106445,12,144621.33,200.30,0.07,0.72,0.01,8.44,433.3008,2.9669,1015.54,2.2220,
3.3,4108.036133,7348.106445,12,144621.42,200.30,0.08,0.63,0.05,8.44,433.2492,2.9334,1015.55,2.2343,
3.4,4108.036133,7348.106445,12,144621.52,200.31,0.02,0.67,0.12,8.40,433.3317,2.9308,1015.42,2.2405,
3.5,4108.036133,7348.106445,12,144621.63,200.32,0.01,0.80,0.12,8.44,432.7746,3.0030,1015.47,2.2694,
3.6,4108.036133,7348.106445,12,144621.72,200.33,0.00,0.76,0.09,8.41,432.5889,2.9901,1015.46,2.2343,
3.7,4108.036133,7348.106445,12,144621.81,200.33,0.07,0.89,-0.07,8.39,432.4547,3.0031,1015.52,2.2344,
3.8,4108.036133,7348.106445,12,144621.92,200.33,0.07,0.93,-0.11,8.40,432.3625,3.0081,1015.57,2.2591,
3.9,4108.036133,7348.106445,12,144622.02,200.34,0.10,0.86,-0.05,8.40,431.8254,2.9540,1015.58,2.2756,
4.0,4108.036133,7348.106445,12,144622.13,200.35,0.00,0.90,-0.03,8.42,431.6293,2.9205,1015.39,2.2632,
4.1,4108.036133,7348.106445,12,144622.22,200.36,0.00,0.92,-0.03,8.39,431.7738,2.9179,1015.45,2.2467,
4.2,4108.036133,7348.106445,12,144622.33,200.37,0.00,0.94,-0.04,8.40,433.1976,2.8225,1015.66,2.4385,
4.3,4108.036133,7348.106445,12,144622.42,200.38,-0.07,0.92,-0.03,8.42,433.2182,2.7994,1015.67,2.4077,
4.4,4108.036133,7348.106445,12,144622.52,200.38,-0.08,0.88,0.01,8.39,431.6396,2.6034,1015.55,2.4427,
4.5,4108.036133,7348.106445,12,144622.61,200.39,-0.10,0.75,-0.01,8.41,431.6300,2.6369,1015.46,2.4654,
4.6,4108.036133,7348.106445,12,144622.72,200.39,-0.03,0.83,-0.05,8.40,431.7228,2.5905,1015.59,2.4468,
4.7,4108.036133,7348.106445,12,144622.83,200.40,-0.00,0.82,-0.03,8.43,431.2166,2.4564,1015.58,2.4262,
4.8,4108.036133,7348.106445,12,144622.92,200.41,0.01,0.73,-0.01,8.41,431.2786,2.4745,1015.34,2.4200,
4.9,4108.036133,7348.106445,12,144623.02,200.42,0.05,0.66,0.02,8.39,429.8032,2.3507,1015.40,2.4509,
5.0,4108.036133,7348.106445,12,144623.11,200.43,0.04,0.58,0.02,8.39,429.8135,2.3379,1015.36,2.4530,
5.1,4108.036133,7348.106445,12,144623.22,200.44,0.09,0.73,-0.03,8.36,430.1643,2.3792,1015.54,2.6779,
5.2,4108.036133,7348.106445,12,144623.33,200.44,0.13,0.69,-0.15,8.38,429.0088,2.3069,1015.33,2.7109,
5.3,4108.036133,7348.106445,12,144623.42,200.46,0.11,0.72,-0.19,8.37,429.1635,2.3121,1015.27,2.6593,
5.4,4108.036133,7348.106445,12,144623.52,200.47,0.16,0.69,-0.23,8.37,429.1538,2.3173,1015.43,2.7129,
