DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/3/2016,  8:33:26 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
0.9,4058.200684,7351.808594,13,123405.88,271.94,0.05,-0.21,0.21,13.56,661.3160,3.1478,1007.74,3.3811,
1.0,4058.200684,7351.808594,13,123405.98,271.93,0.11,-0.21,0.20,13.42,662.2745,3.0860,1007.79,3.3625,
1.1,4058.200684,7351.808594,13,123406.08,271.93,0.06,-0.23,0.17,13.20,661.6557,3.1221,1007.83,3.3626,
1.2,4058.200684,7351.808594,13,123406.18,271.94,0.02,-0.26,0.15,13.15,661.4913,3.0911,1007.71,3.3687,
1.3,4058.200684,7351.808594,13,123406.27,271.94,0.04,-0.28,0.16,13.30,660.8409,3.1272,1008.07,3.3480,
1.4,4058.200684,7351.808594,13,123406.38,271.94,0.01,-0.32,0.17,13.44,660.8828,3.1194,1007.77,3.3646,
1.5,4058.200684,7351.808594,13,123406.48,271.93,-0.01,-0.31,0.20,13.46,660.6037,3.1272,1008.01,3.3419,
1.6,4058.200684,7351.808594,13,123406.58,271.93,-0.03,-0.29,0.18,13.45,662.0380,3.1220,1007.95,3.3564,
1.7,4058.200684,7351.808594,13,123406.68,271.92,-0.02,-0.34,0.10,13.42,662.0689,3.1117,1007.97,3.3707,
1.8,4058.200684,7351.808594,13,123406.77,271.91,-0.02,-0.36,0.08,13.40,660.5115,3.1092,1007.83,3.3769,
1.9,4058.200684,7351.808594,13,123406.88,271.90,-0.03,-0.31,0.09,13.37,660.5212,3.1247,1007.79,3.3893,
2.0,4058.200684,7351.808594,13,123406.97,271.90,-0.03,-0.29,0.12,13.31,660.5734,3.0834,1008.09,3.3872,
2.1,4058.200684,7351.808594,13,123407.07,271.90,-0.01,-0.21,0.14,13.25,660.4799,3.0808,1007.91,3.3563,
2.2,4058.200684,7351.808594,13,123407.18,271.90,-0.02,-0.13,0.14,13.28,660.6971,3.1221,1007.96,3.3790,
2.3,4058.200684,7351.808594,13,123407.28,271.89,-0.01,-0.11,0.11,13.31,660.4496,3.1220,1008.02,3.3480,
2.4,4058.200684,7351.808594,13,123407.38,271.89,0.00,-0.10,0.10,13.32,660.5624,3.1169,1007.79,3.3666,
2.5,4058.200684,7351.808594,13,123407.47,271.88,-0.02,-0.09,0.13,13.35,660.3878,3.0988,1007.92,3.3625,
2.6,4058.200684,7351.808594,13,123407.57,271.87,-0.01,-0.09,0.12,13.42,660.4387,3.1143,1007.96,3.3769,
2.7,4058.200684,7351.808594,13,123407.68,271.86,0.00,-0.10,0.09,13.48,660.5831,3.1143,1007.82,3.3749,
2.8,4058.200684,7351.808594,13,123407.77,271.85,0.00,-0.10,0.10,13.48,660.4902,3.1349,1007.76,3.3604,
2.9,4058.200684,7351.808594,13,123407.88,271.84,0.00,-0.11,0.13,13.47,660.4696,3.0988,1007.81,3.3728,
3.0,4058.200684,7351.808594,13,123407.98,271.84,0.00,-0.11,0.15,13.47,660.5005,3.1478,1007.96,3.3481,
3.1,4058.200684,7351.808594,13,123408.08,271.83,0.01,-0.09,0.16,13.46,660.7894,3.1065,1007.83,3.3522,
3.2,4058.200684,7351.808594,13,123408.18,271.82,0.03,-0.07,0.18,13.49,660.7584,3.1091,1007.78,3.3440,
3.3,4058.200684,7351.808594,13,123408.27,271.82,0.04,-0.09,0.15,13.51,660.5831,3.1014,1007.85,3.3666,
3.4,4058.200684,7351.808594,13,123408.38,271.81,0.02,-0.10,0.15,13.52,662.8521,3.1169,1007.73,3.3563,
3.5,4058.200684,7351.808594,13,123408.48,271.80,0.00,-0.10,0.16,13.52,662.6562,3.1375,1008.13,3.3770,
3.6,4058.200684,7351.808594,13,123408.58,271.79,-0.02,-0.08,0.15,13.55,662.5530,3.1169,1008.00,3.3934,
3.7,4058.200684,7351.808594,13,123408.68,271.80,-0.02,-0.08,0.16,13.65,667.0189,3.1607,1007.79,3.3955,
3.8,4058.200684,7351.808594,13,123408.77,271.79,-0.00,-0.05,0.17,13.80,667.2465,3.0962,1007.74,3.3811,
3.9,4058.200684,7351.808594,13,123408.88,271.78,-0.02,-0.01,0.16,13.90,667.0705,3.0962,1007.78,3.3749,
4.0,4058.200684,7351.808594,13,123408.97,271.77,-0.04,0.01,0.18,13.96,667.2046,3.1401,1007.83,3.3707,
4.1,4058.200684,7351.808594,13,123409.07,271.77,-0.06,-0.01,0.19,14.04,662.3364,3.1117,1007.78,3.3605,
4.2,4058.200684,7351.808594,13,123409.18,271.77,-0.06,-0.07,0.20,14.14,662.2952,3.1065,1007.85,3.3666,
4.3,4058.200684,7351.808594,13,123409.28,271.77,-0.04,-0.12,0.17,14.22,662.2745,3.1040,1007.94,3.3625,
4.4,4058.200684,7351.808594,13,123409.38,271.76,0.00,-0.18,0.16,14.03,660.6656,3.0912,1007.99,3.3976,
4.5,4058.200684,7351.808594,13,123409.47,271.77,0.05,-0.24,0.14,13.85,660.7275,3.1169,1007.86,3.3563,
4.6,4058.200684,7351.808594,13,123409.57,271.76,0.02,-0.30,0.09,13.77,660.7068,3.1143,1007.78,3.3934,
4.7,4058.200684,7351.808594,13,123409.68,271.76,-0.01,-0.35,0.05,13.75,659.5414,3.1117,1007.92,3.3522,
4.8,4058.200684,7351.808594,13,123409.77,271.75,0.02,-0.35,0.08,13.84,659.6555,3.1091,1007.84,3.3501,
4.9,4058.200684,7351.808594,13,123409.88,271.75,-0.03,-0.35,0.15,13.83,659.3254,3.0756,1007.77,3.3460,
5.0,4058.200684,7351.808594,13,123409.98,271.75,-0.07,-0.37,0.18,13.81,659.3145,3.1040,1007.68,3.3419,
5.1,4058.200684,7351.808594,13,123410.08,271.75,-0.06,-0.38,0.16,13.84,660.0674,3.1272,1007.67,3.3894,
5.2,4058.200684,7351.808594,13,123410.17,271.74,-0.03,-0.39,0.18,13.78,659.8721,3.1143,1007.93,3.3645,
5.3,4058.200684,7351.808594,13,123410.27,271.74,0.03,-0.41,0.19,13.71,659.9855,3.1143,1007.94,3.3604,
5.4,4058.200684,7351.808594,13,123410.38,271.74,0.01,-0.38,0.18,13.64,659.9752,3.1349,1007.93,3.3460,
5.5,4058.200684,7351.808594,13,123410.48,271.74,0.03,-0.38,0.20,13.61,659.9436,3.0885,1007.86,3.3502,
5.6,4058.200684,7351.808594,13,123410.58,271.75,0.04,-0.44,0.23,13.54,660.9337,3.1195,1007.83,3.3563,
5.7,4058.200684,7351.808594,13,123410.68,271.75,0.02,-0.39,0.23,13.56,661.1091,3.1014,1008.02,3.3749,
5.8,4058.200684,7351.808594,13,123410.77,271.75,0.02,-0.36,0.24,14.01,660.9750,3.1247,1007.95,3.3893,
5.9,4058.200684,7351.808594,13,123410.88,271.74,0.00,-0.31,0.32,14.59,660.6140,3.0885,1007.58,3.4141,
6.0,4058.200684,7351.808594,13,123410.97,271.73,-0.02,-0.33,0.33,14.55,660.6553,3.1040,1007.83,3.4037,
6.1,4058.200684,7351.808594,13,123411.07,271.72,-0.06,-0.32,0.28,14.41,660.2427,3.0859,1007.99,3.3728,
6.2,4058.200684,7351.808594,13,123411.18,271.71,-0.10,-0.31,0.25,14.31,660.3156,3.1272,1008.01,3.3481,
6.3,4058.200684,7351.808594,13,123411.28,271.71,-0.06,-0.28,0.25,14.27,660.2531,3.1478,1007.62,3.3769,
6.4,4058.200684,7351.808594,13,123411.38,271.71,-0.04,-0.29,0.23,14.07,658.8607,3.1323,1007.99,3.3625,
6.5,4058.200684,7351.808594,13,123411.47,271.71,-0.07,-0.34,0.18,13.70,658.9541,3.0808,1007.88,3.3934,
6.6,4058.200684,7351.808594,13,123411.57,271.70,-0.04,-0.34,0.13,13.61,658.7685,3.1040,1007.75,3.3934,
6.7,4058.200684,7351.808594,13,123411.68,271.70,-0.05,-0.36,0.10,13.61,658.7678,3.1144,1007.84,3.3646,
6.8,4058.200684,7351.808594,13,123411.77,271.70,-0.04,-0.39,0.08,13.60,658.6241,3.0937,1007.92,3.3831,
6.9,4058.200684,7351.808594,13,123411.88,271.70,-0.07,-0.37,0.08,13.59,658.8716,3.1581,1008.16,3.3645,
7.0,4058.200684,7351.808594,13,123411.98,271.70,-0.09,-0.30,0.08,13.60,658.5409,3.0988,1007.83,3.3439,
7.1,4058.200684,7351.808594,13,123412.09,271.69,-0.11,-0.22,0.09,13.64,659.6858,3.1014,1007.79,3.3769,
7.2,4058.200684,7351.808594,13,123412.18,271.68,-0.09,-0.21,0.10,13.65,659.6039,3.1195,1007.86,3.3646,
7.3,4058.200684,7351.808594,13,123412.27,271.68,-0.08,-0.24,0.09,13.66,659.6652,3.1040,1008.05,3.3707,
7.4,4058.200684,7351.808594,13,123412.38,271.67,-0.11,-0.23,0.11,13.74,659.6858,3.1375,1007.92,3.3790,
7.5,4058.200684,7351.808594,13,123412.48,271.66,-0.14,-0.19,0.12,13.82,659.7689,3.1375,1007.80,3.3378,
7.6,4058.200684,7351.808594,13,123412.58,271.65,-0.06,-0.16,0.19,14.10,659.5833,3.1375,1007.83,3.3480,
7.7,4058.200684,7351.808594,13,123412.68,271.65,0.04,-0.10,0.27,14.76,659.5311,3.0808,1008.05,3.3976,
7.8,4058.200684,7351.808594,14,123412.77,271.64,0.18,-0.08,0.24,16.02,659.6652,3.1194,1007.80,3.3893,
7.9,4058.200684,7351.808594,14,123412.88,271.63,0.23,-0.09,0.25,17.75,659.7483,3.1040,1007.79,3.3213,
8.0,4058.200684,7351.808594,14,123412.97,271.63,0.16,-0.08,0.31,18.14,659.7992,3.1144,1007.97,3.3666,
8.1,4058.200684,7351.808594,14,123413.07,271.63,0.06,-0.04,0.37,17.27,659.5110,3.1401,1007.92,3.3522,
8.2,4058.200684,7351.808594,14,123413.18,271.62,0.03,-0.03,0.43,16.78,659.6445,3.1478,1007.92,3.3234,
8.3,4058.200684,7351.808594,13,123413.28,271.62,0.03,-0.01,0.39,16.78,659.5620,3.1117,1008.16,3.3522,
8.4,4058.200684,7351.808594,13,123413.38,271.61,0.06,-0.05,0.32,16.56,657.6024,3.1246,1007.92,3.3480,
8.5,4058.200684,7351.808594,13,123413.47,271.60,0.11,-0.08,0.31,16.64,657.7268,3.1117,1007.82,3.3584,
8.6,4058.200684,7351.808594,13,123413.57,271.60,0.05,-0.03,0.32,16.91,657.7571,3.0834,1007.80,3.3481,
8.7,4058.200684,7351.808594,13,123413.68,271.60,0.00,-0.04,0.33,17.19,657.8196,3.1014,1007.98,3.3852,
8.8,4058.200684,7351.808594,13,123413.77,271.59,0.00,-0.02,0.32,17.06,657.6649,3.1272,1007.98,3.3604,
8.9,4058.200684,7351.808594,13,123413.88,271.59,0.02,0.05,0.27,16.72,657.4270,3.1272,1007.90,3.3707,
9.0,4058.200684,7351.808594,13,123413.98,271.59,0.02,-0.02,0.26,16.72,657.4889,3.0730,1007.82,3.3956,
9.1,4058.200684,7351.808594,13,123414.09,271.58,0.06,-0.09,0.29,16.84,657.6436,3.1220,1008.01,3.3110,
9.2,4058.200684,7351.808594,13,123414.18,271.58,0.13,-0.20,0.24,15.93,657.7261,3.0628,1008.06,3.3625,
9.3,4058.200684,7351.808594,13,123414.27,271.58,0.21,-0.29,0.20,15.28,657.6024,3.0627,1007.81,3.3542,
9.4,4058.200684,7351.808594,13,123414.38,271.58,0.21,-0.24,0.15,15.46,656.6535,3.1040,1007.83,3.3501,
9.5,4058.200684,7351.808594,13,123414.48,271.57,0.20,-0.18,0.09,15.81,656.9636,3.0808,1007.69,3.3336,
9.6,4058.200684,7351.808594,13,123414.58,271.58,0.14,-0.24,0.09,16.10,656.7979,3.1143,1008.00,3.3501,
9.7,4058.200684,7351.808594,13,123414.68,271.58,0.01,-0.26,0.16,15.91,656.8907,3.0550,1008.03,3.3646,
9.8,4058.200684,7351.808594,13,123414.77,271.58,0.00,-0.28,0.14,15.44,655.6840,3.0524,1008.06,3.3976,
9.9,4058.200684,7351.808594,13,123414.88,271.57,-0.04,-0.21,0.18,15.53,656.4678,3.0705,1008.00,3.3522,
10.0,4058.200684,7351.808594,13,123414.97,271.57,-0.05,-0.08,0.30,15.65,656.3447,3.0369,1008.01,3.3914,
10.1,4058.200684,7351.808594,13,123415.07,271.57,0.06,-0.06,0.36,15.36,656.2003,3.0472,1007.84,3.3729,
10.2,4058.200684,7351.808594,13,123415.18,271.57,0.15,-0.14,0.40,15.41,655.6943,3.0266,1007.91,3.3893,
10.3,4058.200684,7351.808594,13,123415.28,271.57,0.19,-0.20,0.40,15.66,655.8696,3.0524,1007.79,3.3914,
10.4,4058.200684,7351.808594,13,123415.38,271.56,0.21,-0.16,0.32,15.66,657.7261,3.0911,1007.82,3.3233,
10.5,4058.200684,7351.808594,13,123415.47,271.56,0.23,-0.06,0.21,15.22,657.6030,3.0937,1007.85,3.3604,
