DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/3/2016,  2:28:27 PM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
1.0,4058.202393,7351.796875,11,182846.50,283.40,-0.09,0.49,0.25,22.71,410.4656,2.1216,1003.78,2.4631,
1.1,4058.202393,7351.796875,11,182846.59,283.40,-0.11,0.53,0.23,22.74,410.7441,2.0778,1003.82,2.5064,
1.2,4058.202393,7351.796875,11,182846.69,283.40,-0.10,0.53,0.23,22.74,410.9608,2.0855,1003.99,2.4838,
1.3,4058.202393,7351.796875,11,182846.78,283.40,-0.08,0.52,0.22,22.76,411.0536,2.0958,1003.98,2.4446,
1.4,4058.202393,7351.796875,11,182846.89,283.40,-0.06,0.50,0.24,22.77,410.9608,2.1114,1003.88,2.4776,
1.5,4058.202393,7351.796875,11,182846.98,283.40,-0.06,0.51,0.24,22.79,411.0323,2.0778,1003.88,2.4672,
1.6,4058.202393,7351.796875,11,182847.09,283.40,-0.12,0.55,0.30,22.82,411.1361,2.1319,1004.00,2.4466,
1.7,4058.202393,7351.796875,11,182847.19,283.40,-0.11,0.63,0.32,22.87,411.0020,2.1345,1003.95,2.4363,
1.8,4058.202393,7351.796875,11,182847.31,283.40,-0.09,0.54,0.35,22.89,410.4141,2.1010,1003.87,2.4714,
1.9,4058.202393,7351.796875,11,182847.39,283.40,-0.04,0.56,0.24,22.89,410.5269,2.1113,1003.90,2.4425,
2.0,4058.202393,7351.796875,11,182847.48,283.40,-0.06,0.52,0.12,22.89,410.4347,2.1010,1003.94,2.4837,
2.1,4058.202393,7351.796875,11,182847.58,283.40,-0.05,0.44,0.15,22.89,410.5069,2.1501,1004.10,2.4590,
2.2,4058.202393,7351.796875,11,182847.69,283.40,-0.00,0.42,0.20,22.89,410.5378,2.1010,1003.98,2.4651,
2.3,4058.202393,7351.796875,11,182847.80,283.40,-0.02,0.36,0.18,22.93,410.4031,2.0829,1003.90,2.4796,
2.4,4058.202393,7351.796875,11,182847.91,283.40,-0.01,0.33,0.20,22.94,410.3824,2.0984,1003.75,2.4673,
2.5,4058.202393,7351.796875,11,182848.00,283.40,-0.01,0.33,0.20,22.97,410.4141,2.1010,1003.85,2.4528,
2.6,4058.202393,7351.796875,11,182848.11,283.40,-0.01,0.31,0.22,22.90,410.6507,2.1139,1003.78,2.4796,
2.7,4058.202393,7351.796875,11,182848.19,283.40,0.01,0.28,0.24,22.97,410.5172,2.0855,1003.71,2.4549,
2.8,4058.202393,7351.796875,11,182848.30,283.40,-0.01,0.24,0.27,23.01,410.4553,2.0907,1003.77,2.4486,
2.9,4058.202393,7351.796875,11,182848.39,283.40,-0.00,0.24,0.25,22.99,410.4037,2.0803,1003.80,2.4651,
3.0,4058.202393,7351.796875,11,182848.50,283.40,0.02,0.24,0.19,22.93,410.4347,2.1061,1003.61,2.4445,
3.1,4058.202393,7351.796875,11,182848.59,283.40,0.13,0.22,0.13,22.89,410.6719,2.0468,1003.86,2.5043,
3.2,4058.202393,7351.796875,11,182848.70,283.40,0.12,0.18,0.12,22.87,410.7848,2.0985,1003.89,2.4858,
3.3,4058.202393,7351.796875,11,182848.78,283.40,0.15,0.18,0.14,22.83,410.6410,2.0907,1003.93,2.4652,
3.4,4058.202393,7351.796875,11,182848.89,283.40,0.20,0.19,0.14,22.84,410.6616,2.0597,1003.93,2.4858,
3.5,4058.202393,7351.796875,11,182848.98,283.40,0.21,0.13,0.16,22.83,410.7751,2.0856,1003.80,2.4631,
3.6,4058.202393,7351.796875,11,182849.09,283.40,0.13,0.15,0.13,22.83,411.3527,2.0288,1003.89,2.4569,
3.7,4058.202393,7351.796875,11,182849.19,283.40,0.17,0.27,0.06,22.83,411.6725,2.0932,1003.76,2.4734,
3.8,4058.202393,7351.796875,11,182849.31,283.40,0.24,0.28,0.00,22.81,411.3624,2.0597,1003.95,2.4651,
3.9,4058.202393,7351.796875,11,182849.39,283.40,0.27,0.20,0.07,22.82,413.7143,2.0623,1003.88,2.4569,
4.0,4058.202393,7351.796875,11,182849.48,283.40,0.29,0.09,0.16,22.88,413.7046,2.0365,1003.61,2.4549,
4.1,4058.202393,7351.796875,11,182849.58,283.40,0.25,0.10,0.17,22.83,413.7562,2.0081,1003.86,2.4734,
4.2,4058.202393,7351.796875,11,182849.69,283.40,0.29,0.09,0.08,22.79,412.8072,2.0649,1003.89,2.4858,
4.3,4058.202393,7351.796875,11,182849.80,283.40,0.30,0.10,0.08,22.79,412.9097,2.0726,1003.73,2.4486,
4.4,4058.202393,7351.796875,11,182849.91,283.40,0.33,0.18,0.13,22.79,412.9928,2.0778,1003.93,2.4384,
4.5,4058.202393,7351.796875,11,182850.00,283.40,0.37,0.15,0.15,22.81,413.3738,2.0365,1003.83,2.4590,
4.6,4058.202393,7351.796875,11,182850.11,283.40,0.40,0.13,0.12,22.84,413.3023,2.0674,1003.98,2.4631,
4.7,4058.202393,7351.796875,11,182850.19,283.40,0.47,0.17,0.09,22.82,414.3538,2.0675,1003.94,2.4280,
4.8,4058.202393,7351.796875,11,182850.30,283.40,0.49,0.24,0.07,22.89,414.3751,2.0907,1003.84,2.4651,
4.9,4058.202393,7351.796875,11,182850.39,283.40,0.46,0.26,0.12,22.88,414.2919,2.0726,1003.79,2.4590,
5.0,4058.202393,7351.796875,11,182850.50,283.40,0.43,0.21,0.09,22.89,413.8484,2.0803,1003.82,2.4198,
5.1,4058.202393,7351.796875,11,182850.59,283.40,0.46,0.18,0.05,22.93,413.6936,2.0391,1003.75,2.4673,
5.2,4058.202393,7351.796875,11,182850.70,283.40,0.42,0.17,0.07,22.95,413.7046,2.0830,1003.90,2.4528,
5.3,4058.202393,7351.796875,11,182850.78,283.40,0.42,0.13,0.05,22.92,413.7355,2.0417,1003.92,2.4508,
5.4,4058.202393,7351.796875,11,182850.89,283.40,0.46,0.08,0.04,22.85,413.7458,2.0803,1003.72,2.4425,
