DASYLab - V 13.00.00
Worksheet name: VAN18
Recording date     : 11/1/2016,  8:26:48 AM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 13
Measurement time[s],GPS Latitude,GPS Longitude [V],satellites [V],GPS Time [V],Compass Heading [V],3DS U [V],3DS V [V],3DS W [V],3DS Sonic Temp [V],PCO2 [V],PCH4 [V],pressure mbar   [V],LG methane   [V],
0.7,4106.512695,7347.293457,12,122725.59,359.61,-0.17,0.25,0.06,0.34,299.7112,1.5438,1013.79,1.9,
0.8,4106.512695,7347.293457,12,122725.70,359.62,-0.17,0.25,0.06,0.34,300.1038,1.5258,1013.51,2.0,
0.9,4106.512695,7347.293457,12,122725.79,359.64,-0.17,0.25,0.06,0.34,299.5873,1.5361,1013.66,2.0,
1.0,4106.512695,7347.293457,12,122725.91,359.65,-0.17,0.25,0.06,0.34,300.0625,1.5052,1013.57,2.0,
1.1,4106.512695,7347.293457,12,122725.98,359.66,-0.15,0.21,0.09,0.35,299.9175,1.5335,1013.64,2.0,
1.2,4106.512695,7347.293457,12,122726.08,359.68,-0.15,0.21,0.09,0.35,300.0000,1.5387,1013.68,1.9,
1.3,4106.512695,7347.293457,12,122726.18,359.68,-0.15,0.21,0.09,0.35,299.8143,1.5335,1013.77,2.0,
1.4,4106.512695,7347.293457,12,122726.30,359.70,-0.13,0.21,0.05,0.39,299.7318,1.5206,1013.84,2.0,
1.5,4106.512695,7347.293457,12,122726.39,359.71,-0.06,0.25,0.05,0.37,299.7937,1.5567,1013.62,2.0,
1.6,4106.512695,7347.293457,12,122726.50,359.72,-0.05,0.25,0.05,0.37,299.4848,1.5336,1013.58,2.0,
1.7,4106.512695,7347.293457,12,122726.61,359.73,0.00,0.27,0.01,0.40,300.0213,1.5516,1013.67,1.9,
1.8,4106.512695,7347.293457,12,122726.71,359.74,-0.01,0.26,0.02,0.40,300.0413,1.4948,1013.73,2.0,
1.9,4106.512695,7347.293457,12,122726.79,359.76,-0.07,0.22,0.10,0.44,299.6080,1.5258,1013.69,2.0,
2.0,4106.512695,7347.293457,12,122726.88,359.77,-0.06,0.26,0.13,0.40,299.7937,1.5000,1013.67,1.9,
2.1,4106.512695,7347.293457,12,122727.00,359.78,-0.07,0.28,0.10,0.37,300.2070,1.5155,1013.83,2.0,
2.2,4106.512695,7347.293457,12,122727.11,359.80,-0.09,0.26,0.07,0.40,299.8143,1.4820,1013.45,2.0,
2.3,4106.512695,7347.293457,12,122727.20,359.82,-0.09,0.26,0.07,0.40,300.1245,1.4691,1013.59,2.0,
2.4,4106.512695,7347.293457,12,122727.30,359.83,-0.13,0.28,0.06,0.42,299.4017,1.5103,1013.64,1.9,
2.5,4106.512695,7347.293457,12,122727.38,359.84,-0.13,0.28,0.06,0.42,299.6699,1.5026,1013.65,2.0,
2.6,4106.512695,7347.293457,12,122727.50,359.86,-0.10,0.32,0.06,0.40,299.6699,1.5026,1013.70,2.0,
2.7,4106.512695,7347.293457,12,122727.59,359.87,-0.08,0.34,0.01,0.37,299.9381,1.4923,1013.72,2.0,
2.8,4106.512695,7347.293457,12,122727.69,359.88,-0.10,0.32,0.01,0.37,299.6905,1.4974,1013.58,2.0,
2.9,4106.512695,7347.293457,12,122727.80,359.88,-0.07,0.36,0.01,0.35,299.5873,1.5309,1013.61,2.0,
3.0,4106.512695,7347.293457,12,122727.91,359.89,-0.07,0.35,0.01,0.35,299.5255,1.5233,1013.62,1.9,
3.1,4106.512695,7347.293457,12,122727.98,359.90,-0.11,0.28,-0.01,0.35,299.6493,1.5026,1013.46,2.0,
3.2,4106.512695,7347.293457,12,122728.08,359.90,-0.11,0.28,-0.01,0.35,299.5873,1.5464,1013.77,1.9,
3.3,4106.512695,7347.293457,12,122728.20,359.90,-0.11,0.28,-0.01,0.35,299.9388,1.4948,1013.67,2.0,
